"Time Sec","Position mm","100 kN kN","Cycle"
3.42,44.1985,-0.430125,1
3.44,44.1789,-0.425583,1
3.46,44.1579,-0.437409,1
3.48,44.1399,-0.444084,1
3.5,44.1184,-0.457966,1
3.52,44.0975,-0.447887,1
3.54,44.0779,-0.435674,1
3.56,44.0593,-0.432324,1
3.58,44.0364,-0.449747,1
3.6,44.0184,-0.462389,1
3.62,43.9988,-0.441563,1
3.64,43.9787,-0.452155,1
3.66,43.9563,-0.438595,1
3.68,43.9391,-0.440174,1
3.7,43.9194,-0.45532,1
3.72,43.8965,-0.455076,1
3.74,43.8778,-0.467277,1
3.76,43.8589,-0.452471,1
3.78,43.8377,-0.456828,1
3.8,43.8185,-0.457668,1
3.82,43.7994,-0.456947,1
3.84,43.7777,-0.469249,1
3.86,43.7562,-0.47316,1
3.88,43.7398,-0.468427,1
3.9,43.7177,-0.467801,1
3.92,43.6968,-0.468069,1
3.94,43.6784,-0.454694,1
3.96,43.6577,-0.471646,1
3.98,43.637,-0.463414,1
4.,43.6181,-0.469929,1
4.02,43.5983,-0.475293,1
4.04,43.5788,-0.489432,1
4.06,43.5583,-0.476515,1
4.08,43.5382,-0.466305,1
4.1,43.518,-0.467956,1
4.12,43.4964,-0.47695,1
4.14,43.4786,-0.493866,1
4.16,43.4584,-0.50385,1
4.18,43.4383,-0.500095,1
4.2,43.4182,-0.478959,1
4.22,43.3986,-0.472564,1
4.24,43.3781,-0.492036,1
4.26,43.3564,-0.505036,1
4.28,43.3401,-0.515312,1
4.3,43.3176,-0.504863,1
4.32,43.2983,-0.488931,1
4.34,43.2779,-0.488776,1
4.36,43.2581,-0.496751,1
4.38,43.2369,-0.51536,1
4.4,43.2201,-0.520849,1
4.42,43.1972,-0.501853,1
4.44,43.178,-0.486702,1
4.46,43.1581,-0.494009,1
4.48,43.1377,-0.50137,1
4.5,43.1178,-0.512332,1
4.52,43.0985,-0.505316,1
4.54,43.0781,-0.494844,1
4.56,43.0562,-0.497258,1
4.58,43.0358,-0.506753,1
4.6,43.0191,-0.509346,1
4.62,42.9981,-0.506163,1
4.64,42.9789,-0.502181,1
4.66,42.9582,-0.503469,1
4.68,42.9388,-0.505149,1
4.7,42.9182,-0.513637,1
4.72,42.8973,-0.512159,1
4.74,42.8787,-0.503063,1
4.76,42.858,-0.501335,1
4.78,42.838,-0.51471,1
4.8,42.8187,-0.510848,1
4.82,42.7979,-0.509822,1
4.84,42.7789,-0.510669,1
4.86,42.7575,-0.496751,1
4.88,42.7397,-0.503516,1
4.9,42.72,-0.505561,1
4.92,42.6979,-0.515705,1
4.94,42.6795,-0.510931,1
4.96,42.6584,-0.516909,1
4.98,42.6388,-0.507987,1
5.,42.6177,-0.510377,1
5.02,42.5995,-0.520831,1
5.04,42.5773,-0.520951,1
5.06,42.557,-0.522113,1
5.08,42.5403,-0.504333,1
5.1,42.5162,-0.507492,1
5.12,42.4985,-0.509882,1
5.14,42.4784,-0.521404,1
5.16,42.4576,-0.519663,1
5.18,42.4389,-0.506902,1
5.2,42.4179,-0.511938,1
5.22,42.3973,-0.521117,1
5.24,42.378,-0.517172,1
5.26,42.3597,-0.512069,1
5.28,42.3386,-0.516593,1
5.3,42.318,-0.510925,1
5.32,42.2981,-0.509632,1
5.34,42.2781,-0.513709,1
5.36,42.2583,-0.520611,1
5.38,42.2383,-0.521225,1
5.4,42.2173,-0.506598,1
5.42,42.1979,-0.517714,1
5.44,42.1779,-0.50953,1
5.46,42.1581,-0.52104,1
5.48,42.1387,-0.534296,1
5.5,42.1194,-0.517422,1
5.52,42.098,-0.515091,1
5.54,42.0779,-0.523376,1
5.56,42.057,-0.525051,1
5.58,42.0388,-0.519991,1
5.6,42.0194,-0.520796,1
5.62,41.9971,-0.51927,1
5.64,41.9787,-0.521803,1
5.66,41.9584,-0.517559,1
5.68,41.937,-0.522912,1
5.7,41.9186,-0.514871,1
5.72,41.8997,-0.51229,1
5.74,41.8785,-0.51412,1
5.76,41.8569,-0.520527,1
5.78,41.8391,-0.504315,1
5.8,41.8178,-0.502414,1
5.82,41.7976,-0.523257,1
5.84,41.7782,-0.528324,1
5.86,41.7577,-0.522041,1
5.88,41.7366,-0.511032,1
5.9,41.7176,-0.497723,1
5.92,41.6982,-0.497788,1
5.94,41.677,-0.51595,1
5.96,41.6579,-0.528008,1
5.98,41.6391,-0.519937,1
6.,41.6172,-0.503623,1
6.02,41.5991,-0.51015,1
6.04,41.5793,-0.503451,1
6.06,41.5566,-0.508654,1
6.08,41.5384,-0.51204,1
6.1,41.5184,-0.506759,1
6.12,41.497,-0.508374,1
6.14,41.4768,-0.507677,1
6.16,41.4586,-0.499821,1
6.18,41.4395,-0.507474,1
6.2,41.4171,-0.512201,1
6.22,41.3976,-0.513107,1
6.24,41.3793,-0.505996,1
6.26,41.3571,-0.502187,1
6.28,41.3384,-0.49907,1
6.3,41.3193,-0.494695,1
6.32,41.2988,-0.493437,1
6.34,41.2779,-0.50813,1
6.36,41.2583,-0.511283,1
6.38,41.2388,-0.504386,1
6.4,41.2182,-0.490731,1
6.42,41.1974,-0.477552,1
6.44,41.1794,-0.482291,1
6.46,41.1572,-0.504613,1
6.48,41.138,-0.511414,1
6.5,41.1182,-0.509256,1
6.52,41.0983,-0.508291,1
6.54,41.0778,-0.499153,1
6.56,41.0574,-0.503051,1
6.58,41.0386,-0.505501,1
6.6,41.019,-0.513858,1
6.62,40.9974,-0.508451,1
6.64,40.9791,-0.493133,1
6.66,40.9569,-0.502688,1
6.68,40.9371,-0.508589,1
6.7,40.919,-0.498378,1
6.72,40.8988,-0.498468,1
6.74,40.8778,-0.48849,1
6.76,40.8592,-0.493413,1
6.78,40.8393,-0.490516,1
6.8,40.8169,-0.488222,1
6.82,40.7977,-0.473398,1
6.84,40.7778,-0.46823,1
6.86,40.7587,-0.476599,1
6.88,40.7377,-0.48762,1
6.9,40.7183,-0.490975,1
6.92,40.6988,-0.490928,1
6.94,40.6776,-0.468153,1
6.96,40.6582,-0.469238,1
6.98,40.6403,-0.464416,1
7.,40.6181,-0.484878,1
7.02,40.5964,-0.48188,1
7.04,40.5794,-0.480539,1
7.06,40.5574,-0.470907,1
7.08,40.5379,-0.470358,1
7.1,40.5182,-0.476414,1
7.12,40.4981,-0.478143,1
7.14,40.4785,-0.484186,1
7.16,40.4565,-0.477761,1
7.18,40.4377,-0.480139,1
7.2,40.4187,-0.460511,1
7.22,40.3996,-0.452429,1
7.24,40.3774,-0.472319,1
7.26,40.3578,-0.489277,1
7.28,40.3392,-0.475568,1
7.3,40.3184,-0.460613,1
7.32,40.2955,-0.447685,1
7.34,40.2801,-0.446445,1
7.36,40.2576,-0.478208,1
7.38,40.2378,-0.482357,1
7.4,40.219,-0.458306,1
7.42,40.1991,-0.433362,1
7.44,40.1763,-0.446868,1
7.46,40.158,-0.464433,1
7.48,40.139,-0.476354,1
7.5,40.118,-0.46975,1
7.52,40.0998,-0.447828,1
7.54,40.0775,-0.448018,1
7.56,40.0581,-0.462747,1
7.58,40.0383,-0.460833,1
7.6,40.0185,-0.472826,1
7.62,39.9978,-0.45746,1
7.64,39.9777,-0.455374,1
7.66,39.9592,-0.456434,1
7.68,39.9387,-0.459659,1
7.7,39.919,-0.448656,1
7.72,39.8984,-0.437838,1
7.74,39.881,-0.433856,1
7.76,39.8576,-0.453913,1
7.78,39.8375,-0.456828,1
7.8,39.8193,-0.441301,1
7.82,39.799,-0.428015,1
7.84,39.7787,-0.415295,1
7.86,39.7581,-0.425768,1
7.88,39.7399,-0.440764,1
7.9,39.7173,-0.454551,1
7.92,39.6985,-0.428522,1
7.94,39.6795,-0.407481,1
7.96,39.6575,-0.41846,1
7.98,39.6385,-0.426102,1
8.,39.6198,-0.445652,1
8.02,39.5986,-0.423992,1
8.04,39.5772,-0.415748,1
8.06,39.5587,-0.404143,1
8.08,39.5392,-0.415045,1
8.1,39.5178,-0.424534,1
8.12,39.4971,-0.432056,1
8.14,39.4799,-0.402874,1
8.16,39.4585,-0.393248,1
8.18,39.4374,-0.416154,1
8.2,39.4194,-0.40459,1
8.22,39.3976,-0.415939,1
8.24,39.3778,-0.404274,1
8.26,39.3567,-0.404155,1
8.28,39.339,-0.400507,1
8.3,39.3193,-0.405365,1
8.32,39.2992,-0.410932,1
8.34,39.2795,-0.397116,1
8.36,39.2579,-0.391561,1
8.38,39.2379,-0.398177,1
8.4,39.2185,-0.408065,1
8.42,39.199,-0.400347,1
8.44,39.1785,-0.393939,1
8.46,39.157,-0.378823,1
8.48,39.1387,-0.376016,1
8.5,39.1169,-0.390798,1
8.52,39.0984,-0.391489,1
8.54,39.0812,-0.381494,1
8.56,39.0576,-0.373352,1
8.58,39.0365,-0.372106,1
8.6,39.0192,-0.373453,1
8.62,38.9979,-0.386965,1
8.64,38.9776,-0.391465,1
8.66,38.959,-0.361133,1
8.68,38.9398,-0.346142,1
8.7,38.9177,-0.363773,1
8.72,38.8974,-0.373405,1
8.74,38.8783,-0.367552,1
8.76,38.857,-0.352085,1
8.78,38.8382,-0.355637,1
8.8,38.8178,-0.347716,1
8.82,38.7979,-0.36186,1
8.84,38.7775,-0.360709,1
8.86,38.7575,-0.344855,1
8.88,38.7392,-0.339448,1
8.9,38.7176,-0.342661,1
8.92,38.6982,-0.348675,1
8.94,38.6792,-0.337392,1
8.96,38.6583,-0.326937,1
8.98,38.6375,-0.32686,1
9.,38.6197,-0.333452,1
9.02,38.5978,-0.341672,1
9.04,38.5788,-0.345099,1
9.06,38.5588,-0.32115,1
9.08,38.5383,-0.316131,1
9.1,38.5177,-0.326073,1
9.12,38.498,-0.337917,1
9.14,38.4779,-0.338304,1
9.16,38.4586,-0.325805,1
9.18,38.4383,-0.316316,1
9.2,38.4187,-0.31178,1
9.22,38.3984,-0.318438,1
9.24,38.3787,-0.319874,1
9.26,38.3576,-0.320184,1
9.28,38.3377,-0.312197,1
9.3,38.3195,-0.299799,1
9.32,38.2984,-0.300848,1
9.34,38.2775,-0.304097,1
9.36,38.2593,-0.304103,1
9.38,38.2399,-0.311071,1
9.4,38.2175,-0.305474,1
9.42,38.1988,-0.303775,1
9.44,38.1793,-0.298887,1
9.46,38.1581,-0.310403,1
9.48,38.1386,-0.304663,1
9.5,38.1191,-0.303704,1
9.52,38.097,-0.309241,1
9.54,38.0777,-0.310361,1
9.56,38.0572,-0.306678,1
9.58,38.038,-0.311691,1
9.6,38.0188,-0.299585,1
9.62,37.9989,-0.30694,1
9.64,37.978,-0.319338,1
9.66,37.9572,-0.315517,1
9.68,37.9388,-0.311053,1
9.7,37.9192,-0.304824,1
9.72,37.8979,-0.296664,1
9.74,37.8774,-0.3061,1
9.76,37.859,-0.30995,1
9.78,37.8379,-0.318652,1
9.8,37.818,-0.311595,1
9.82,37.7993,-0.296825,1
9.84,37.7791,-0.294048,1
9.86,37.7576,-0.318778,1
9.88,37.7392,-0.312328,1
9.9,37.7184,-0.317323,1
9.92,37.6976,-0.30427,1
9.94,37.6783,-0.301981,1
9.96,37.6592,-0.298858,1
9.98,37.6362,-0.303525,1
10.,37.6168,-0.312668,1
10.02,37.5985,-0.305343,1
10.04,37.5792,-0.301564,1
10.06,37.5571,-0.313455,1
10.08,37.5379,-0.297618,1
10.1,37.5186,-0.306511,1
10.12,37.4986,-0.302094,1
10.14,37.4787,-0.312835,1
10.16,37.4585,-0.302601,1
10.18,37.4382,-0.306207,1
10.2,37.4189,-0.306773,1
10.22,37.3975,-0.29335,1
10.24,37.3779,-0.298709,1
10.26,37.3585,-0.301546,1
10.28,37.34,-0.313646,1
10.3,37.3185,-0.302875,1
10.32,37.2962,-0.304806,1
10.34,37.2781,-0.292683,1
10.36,37.2603,-0.293267,1
10.38,37.238,-0.30759,1
10.4,37.2185,-0.314552,1
10.42,37.1997,-0.307119,1
10.44,37.1773,-0.291675,1
10.46,37.1586,-0.300449,1
10.48,37.1381,-0.30328,1
10.5,37.1191,-0.303203,1
10.52,37.099,-0.305873,1
10.54,37.078,-0.303769,1
10.56,37.0585,-0.30157,1
10.58,37.0376,-0.302762,1
10.6,37.0186,-0.315213,1
10.62,36.9991,-0.308728,1
10.64,36.9783,-0.299358,1
10.66,36.9573,-0.298429,1
10.68,36.9379,-0.309139,1
10.7,36.9192,-0.3093,1
10.72,36.897,-0.305623,1
10.74,36.8787,-0.29189,1
10.76,36.8587,-0.290442,1
10.78,36.8378,-0.306118,1
10.8,36.8194,-0.306129,1
10.82,36.7986,-0.306988,1
10.84,36.7793,-0.299406,1
10.86,36.7579,-0.291598,1
10.88,36.7386,-0.290608,1
10.9,36.7185,-0.30638,1
10.92,36.6984,-0.308412,1
10.94,36.6797,-0.301701,1
10.96,36.6591,-0.297505,1
10.98,36.6379,-0.301468,1
11.,36.6196,-0.299007,1
11.02,36.5995,-0.306445,1
11.04,36.5785,-0.305027,1
11.06,36.5589,-0.304955,1
11.08,36.5391,-0.28131,1
11.1,36.5173,-0.296319,1
11.12,36.4991,-0.297588,1
11.14,36.4792,-0.30154,1
11.16,36.4582,-0.301546,1
11.18,36.4387,-0.292242,1
11.2,36.4181,-0.293702,1
11.22,36.398,-0.305122,1
11.24,36.3784,-0.30337,1
11.26,36.3596,-0.294566,1
11.28,36.3389,-0.283438,1
11.3,36.3183,-0.297672,1
11.32,36.2983,-0.303674,1
11.34,36.2785,-0.307578,1
11.36,36.2593,-0.303251,1
11.38,36.2382,-0.29611,1
11.4,36.2202,-0.287443,1
11.42,36.1991,-0.295806,1
11.44,36.1786,-0.306803,1
11.46,36.1598,-0.298339,1
11.48,36.1378,-0.288439,1
11.5,36.1176,-0.283778,1
11.52,36.0982,-0.288564,1
11.54,36.0795,-0.302273,1
11.56,36.0582,-0.306135,1
11.58,36.0388,-0.292486,1
11.6,36.0183,-0.286871,1
11.62,35.9966,-0.292289,1
11.64,35.9782,-0.301123,1
11.66,35.9581,-0.294369,1
11.68,35.9375,-0.291497,1
11.7,35.9202,-0.27945,1
11.72,35.899,-0.289452,1
11.74,35.8783,-0.296628,1
11.76,35.8591,-0.298649,1
11.78,35.8382,-0.276977,1
11.8,35.8201,-0.272232,1
11.82,35.7972,-0.289178,1
11.84,35.7797,-0.297242,1
11.86,35.7592,-0.292265,1
11.88,35.7375,-0.296593,1
11.9,35.7193,-0.271422,1
11.92,35.699,-0.266808,1
11.94,35.6776,-0.290728,1
11.96,35.6568,-0.298858,1
11.98,35.6401,-0.291163,1
12.,35.6182,-0.27445,1
12.02,35.5967,-0.274348,1
12.04,35.5782,-0.280219,1
12.06,35.5595,-0.28106,1
12.08,35.5369,-0.292361,1
12.1,35.5187,-0.273979,1
12.12,35.4986,-0.269097,1
12.14,35.4777,-0.270242,1
12.16,35.4577,-0.285548,1
12.18,35.4393,-0.280184,1
12.2,35.4203,-0.260508,1
12.22,35.3966,-0.273949,1
12.24,35.3786,-0.271654,1
12.26,35.358,-0.271982,1
12.28,35.3375,-0.281638,1
12.3,35.3188,-0.263971,1
12.32,35.2993,-0.25999,1
12.34,35.2793,-0.26893,1
12.36,35.2564,-0.274831,1
12.38,35.2387,-0.263488,1
12.4,35.2196,-0.259155,1
12.42,35.1979,-0.256032,1
12.44,35.1786,-0.251108,1
12.46,35.1585,-0.264025,1
12.48,35.1372,-0.271106,1
12.5,35.119,-0.267631,1
12.52,35.0996,-0.239497,1
12.54,35.0787,-0.233227,1
12.56,35.0577,-0.257635,1
12.58,35.0375,-0.259012,1
12.6,35.0189,-0.249678,1
12.62,34.9977,-0.244772,1
12.64,34.9801,-0.232887,1
12.66,34.9587,-0.234824,1
12.68,34.9372,-0.243735,1
12.7,34.9196,-0.248903,1
12.72,34.8982,-0.240207,1
12.74,34.8779,-0.245762,1
12.76,34.8573,-0.243008,1
12.78,34.8393,-0.236636,1
12.8,34.8199,-0.229061,1
12.82,34.798,-0.234956,1
12.84,34.7796,-0.227684,1
12.86,34.7594,-0.217527,1
12.88,34.7372,-0.238585,1
12.9,34.7195,-0.2316,1
12.92,34.6988,-0.215727,1
12.94,34.6785,-0.219309,1
12.96,34.6589,-0.223744,1
12.98,34.6394,-0.229526,1
13.,34.6193,-0.229508,1
13.02,34.5973,-0.220281,1
13.04,34.5781,-0.211674,1
13.06,34.5589,-0.213134,1
13.08,34.539,-0.223762,1
13.1,34.5198,-0.21683,1
13.12,34.4954,-0.215584,1
13.14,34.4785,-0.209725,1
13.16,34.4588,-0.206804,1
13.18,34.438,-0.216478,1
13.2,34.4192,-0.213951,1
13.22,34.3995,-0.207669,1
13.24,34.3769,-0.210029,1
13.26,34.3584,-0.209677,1
13.28,34.3397,-0.20799,1
13.3,34.3188,-0.206178,1
13.32,34.2964,-0.211364,1
13.34,34.2789,-0.203824,1
13.36,34.2601,-0.206935,1
13.38,34.2377,-0.205272,1
13.4,34.2177,-0.203657,1
13.42,34.1991,-0.201356,1
13.44,34.1791,-0.1993,1
13.46,34.1589,-0.197512,1
13.48,34.1397,-0.195467,1
13.5,34.1195,-0.201273,1
13.52,34.0987,-0.195074,1
13.54,34.079,-0.195193,1
13.56,34.0593,-0.192589,1
13.58,34.0379,-0.187367,1
13.6,34.0191,-0.193167,1
13.62,33.9989,-0.196558,1
13.64,33.9777,-0.194234,1
13.66,33.9584,-0.193775,1
13.68,33.9389,-0.19365,1
13.7,33.9188,-0.181228,1
13.72,33.8985,-0.190908,1
13.74,33.8785,-0.177252,1
13.76,33.8584,-0.185579,1
13.78,33.8383,-0.188416,1
13.8,33.8197,-0.189805,1
13.82,33.8005,-0.183076,1
13.84,33.7782,-0.181061,1
13.86,33.7582,-0.180346,1
13.88,33.7378,-0.174123,1
13.9,33.7176,-0.182998,1
13.92,33.6981,-0.182527,1
13.94,33.6798,-0.172013,1
13.96,33.6593,-0.171798,1
13.98,33.6384,-0.171989,1
14.,33.6188,-0.17373,1
14.02,33.5983,-0.174046,1
14.04,33.5783,-0.17494,1
14.06,33.5582,-0.165468,1
14.08,33.5379,-0.165838,1
14.1,33.5192,-0.16951,1
14.12,33.4988,-0.172693,1
14.14,33.4791,-0.166041,1
14.16,33.4584,-0.160271,1
14.18,33.4377,-0.156081,1
14.2,33.4192,-0.154817,1
14.22,33.399,-0.15856,1
14.24,33.3779,-0.15896,1
14.26,33.359,-0.152296,1
14.28,33.3393,-0.156677,1
14.3,33.3185,-0.15685,1
14.32,33.2989,-0.156152,1
14.34,33.2802,-0.14469,1
14.36,33.2584,-0.150543,1
14.38,33.2375,-0.15856,1
14.4,33.2188,-0.153339,1
14.42,33.1993,-0.148118,1
14.44,33.179,-0.147921,1
14.46,33.1584,-0.14655,1
14.48,33.1409,-0.132769,1
14.5,33.1186,-0.145334,1
14.52,33.0983,-0.152469,1
14.54,33.0775,-0.131273,1
14.56,33.0575,-0.144076,1
14.58,33.0381,-0.132906,1
14.6,33.0187,-0.134581,1
14.62,32.9983,-0.136757,1
14.64,32.9771,-0.145447,1
14.66,32.9587,-0.136065,1
14.68,32.9401,-0.121647,1
14.7,32.9192,-0.127721,1
14.72,32.8975,-0.132734,1
14.74,32.8787,-0.124997,1
14.76,32.8594,-0.114906,1
14.78,32.8376,-0.121838,1
14.8,32.8191,-0.109363,1
14.82,32.7993,-0.114745,1
14.84,32.7784,-0.111705,1
14.86,32.7581,-0.10407,1
14.88,32.7389,-0.106025,1
14.9,32.7177,-0.121975,1
14.92,32.6978,-0.120693,1
14.94,32.6793,-0.111336,1
14.96,32.6592,-0.101495,1
14.98,32.6372,-0.108206,1
15.,32.6185,-0.110334,1
15.02,32.5989,-0.101483,1
15.04,32.5781,-0.103337,1
15.06,32.5584,-0.10308,1
15.08,32.5397,-0.0921845,1
15.1,32.5189,-0.107461,1
15.12,32.4996,-0.0958502,1
15.14,32.4782,-0.112879,1
15.16,32.4583,-0.0974357,1
15.18,32.4392,-0.0956297,1
15.2,32.4176,-0.0937641,1
15.22,32.3982,-0.0952899,1
15.24,32.3807,-0.101745,1
15.26,32.3596,-0.0957012,1
15.28,32.337,-0.0932694,1
15.3,32.3185,-0.0885725,1
15.32,32.3,-0.0800312,1
15.34,32.278,-0.0923514,1
15.36,32.2594,-0.090754,1
15.38,32.2403,-0.0909746,1
15.4,32.2181,-0.0810862,1
15.42,32.1969,-0.0816762,1
15.44,32.1801,-0.0836194,1
15.46,32.1592,-0.0874877,1
15.48,32.1385,-0.0874996,1
15.5,32.1181,-0.074631,1
15.52,32.0996,-0.0780582,1
15.54,32.0795,-0.0844181,1
15.56,32.0579,-0.0824809,1
15.58,32.0382,-0.0818074,1
15.6,32.0191,-0.0772953,1
15.62,31.9988,-0.0678301,1
15.64,31.9791,-0.0760198,1
15.66,31.9593,-0.0827253,1
15.68,31.9394,-0.0816166,1
15.7,31.9203,-0.07447,1
15.72,31.8996,-0.0656307,1
15.74,31.8779,-0.068742,1
15.76,31.8598,-0.0702798,1
15.78,31.8395,-0.0652492,1
15.8,31.8186,-0.0691056,1
15.82,31.7987,-0.0606775,1
15.84,31.7802,-0.0484705,1
15.86,31.7564,-0.0546634,1
15.88,31.7383,-0.060606,1
15.9,31.7214,-0.0473559,1
15.92,31.6988,-0.0528932,1
15.94,31.6781,-0.0492156,1
15.96,31.66,-0.0505447,1
15.98,31.6397,-0.0335097,1
16.,31.6189,-0.0531495,1
16.02,31.5987,-0.0441551,1
16.04,31.5803,-0.0158489,1
16.06,31.5584,-0.0303924,1
16.08,31.5387,-0.0285566,1
16.1,31.5192,-0.0384748,1
16.12,31.5002,-0.0243723,1
16.14,31.4783,-0.0196517,1
16.16,31.4581,-0.0035882,1
16.18,31.4387,-0.00772476,1
16.2,31.4192,-0.0145793,1
16.22,31.3985,-0.0128269,1
16.24,31.3792,0.00431538,1
16.26,31.357,-0.00697374,1
16.28,31.3378,-0.00240207,1
16.3,31.3196,-0.00789166,1
16.32,31.2982,-0.0102043,1
16.34,31.2788,-0.00879765,1
16.36,31.2594,-0.00703335,1
16.38,31.2397,-0.00822544,1
16.4,31.2172,-0.0162601,1
