"Time Sec","Position mm","100 kN kN","Cycle"
0.,49.2678,0.00923872,1
0.02,49.2549,0.00362396,1
0.04,49.2334,-0.0107944,1
0.06,49.2142,-0.00702143,1
0.08,49.1915,-0.00572801,1
0.1,49.1731,0.00141859,1
0.12,49.1528,0.977516E-3,1
0.14,49.1318,-0.023073,1
0.16,49.1134,-0.0244856,1
0.18,49.0928,-0.0457883,1
0.2,49.0727,-0.0664711,1
0.22,49.0525,-0.0972211,1
0.24,49.0314,-0.143647,1
0.26,49.0128,-0.164956,1
0.28,48.992,-0.205475,1
0.3,48.9728,-0.235665,1
0.32,48.953,-0.285828,1
0.34,48.9311,-0.319421,1
0.36,48.9114,-0.370896,1
0.38,48.8925,-0.404173,1
0.4,48.8716,-0.34247,1
0.42,48.8511,-0.358844,1
0.44,48.8324,-0.345135,1
0.46,48.812,-0.333875,1
0.48,48.7905,-0.333458,1
0.5,48.7699,-0.328982,1
0.52,48.7515,-0.327033,1
0.54,48.7298,-0.332659,1
0.56,48.7099,-0.327653,1
0.58,48.6909,-0.31336,1
0.6,48.6704,-0.321752,1
0.62,48.6497,-0.318676,1
0.64,48.6317,-0.323069,1
0.66,48.6118,-0.319284,1
0.68,48.5909,-0.311786,1
0.7,48.5712,-0.306702,1
0.72,48.5515,-0.294757,1
0.74,48.5284,-0.314152,1
0.76,48.5106,-0.316101,1
0.78,48.4902,-0.307226,1
0.8,48.4696,-0.298983,1
0.82,48.4507,-0.297588,1
0.84,48.4314,-0.301689,1
0.86,48.4105,-0.300843,1
0.88,48.3893,-0.292373,1
0.9,48.3713,-0.291723,1
0.92,48.3494,-0.290924,1
0.94,48.3286,-0.291318,1
0.96,48.3092,-0.295317,1
0.98,48.29,-0.293624,1
1.,48.2694,-0.30008,1
1.02,48.2489,-0.298327,1
1.04,48.2298,-0.301135,1
1.06,48.2094,-0.301319,1
1.08,48.188,-0.312275,1
1.1,48.169,-0.301975,1
1.12,48.1506,-0.308269,1
1.14,48.1281,-0.325328,1
1.16,48.1087,-0.350422,1
1.18,48.0901,-0.371915,1
1.2,48.0681,-0.381929,1
1.22,48.0493,-0.387448,1
1.24,48.0287,-0.399846,1
1.26,48.0093,-0.400764,1
1.28,47.9878,-0.390214,1
1.3,47.9688,-0.379664,1
1.32,47.9491,-0.376165,1
1.34,47.9288,-0.404233,1
1.36,47.9078,-0.411075,1
1.38,47.8902,-0.401604,1
1.4,47.8688,-0.397593,1
1.42,47.8473,-0.402802,1
1.44,47.829,-0.396681,1
1.46,47.8087,-0.400585,1
1.48,47.7885,-0.406903,1
1.5,47.7689,-0.404835,1
1.52,47.7488,-0.409192,1
1.54,47.7284,-0.404722,1
1.56,47.7082,-0.405151,1
1.58,47.687,-0.409728,1
1.6,47.6692,-0.423175,1
1.62,47.6493,-0.421196,1
1.64,47.6276,-0.431401,1
1.66,47.6079,-0.431764,1
1.68,47.5901,-0.434482,1
1.7,47.5678,-0.446117,1
1.72,47.5469,-0.446534,1
1.74,47.5285,-0.441402,1
1.76,47.5094,-0.450826,1
1.78,47.4879,-0.44685,1
1.8,47.4675,-0.471079,1
1.82,47.4506,-0.459528,1
1.84,47.4268,-0.464731,1
1.86,47.4076,-0.466293,1
1.88,47.3896,-0.460696,1
1.9,47.368,-0.486529,1
1.92,47.3478,-0.485688,1
1.94,47.3295,-0.486982,1
1.96,47.3085,-0.480497,1
1.98,47.2867,-0.485367,1
2.,47.2675,-0.491238,1
2.02,47.2486,-0.5072,1
2.04,47.2277,-0.505787,1
2.06,47.2072,-0.504494,1
2.08,47.1898,-0.502616,1
2.1,47.1671,-0.503373,1
2.12,47.1482,-0.508118,1
2.14,47.1284,-0.517052,1
2.16,47.108,-0.523025,1
2.18,47.0888,-0.518233,1
2.2,47.069,-0.514239,1
2.22,47.0491,-0.521135,1
2.24,47.0262,-0.522518,1
2.26,47.0079,-0.536937,1
2.28,46.989,-0.531071,1
2.3,46.9664,-0.527889,1
2.32,46.9474,-0.527364,1
2.34,46.93,-0.532383,1
2.36,46.9087,-0.539249,1
2.38,46.8888,-0.533921,1
2.4,46.8686,-0.551379,1
2.42,46.8488,-0.557721,1
2.44,46.8285,-0.564063,1
2.46,46.8075,-0.56234,1
2.48,46.7893,-0.557959,1
2.5,46.7675,-0.547928,1
2.52,46.7473,-0.562572,1
2.54,46.7289,-0.567281,1
2.56,46.7073,-0.567085,1
2.58,46.6871,-0.581968,1
2.6,46.6676,-0.561333,1
2.62,46.6494,-0.562656,1
2.64,46.6278,-0.575501,1
2.66,46.6072,-0.583506,1
2.68,46.589,-0.589496,1
2.7,46.5665,-0.588101,1
2.72,46.5469,-0.574899,1
2.74,46.5278,-0.585681,1
2.76,46.508,-0.600743,1
2.78,46.4876,-0.604129,1
2.8,46.4682,-0.610608,1
2.82,46.4477,-0.613081,1
2.84,46.4275,-0.624347,1
2.86,46.4075,-0.610459,1
2.88,46.389,-0.603467,1
2.9,46.3671,-0.621319,1
2.92,46.3473,-0.63203,1
2.94,46.3294,-0.620514,1
2.96,46.3069,-0.627708,1
2.98,46.2877,-0.628281,1
3.,46.2676,-0.620806,1
3.02,46.2477,-0.626796,1
3.04,46.2265,-0.616932,1
3.06,46.2075,-0.63324,1
3.08,46.1895,-0.643152,1
3.1,46.1676,-0.645226,1
3.12,46.1459,-0.645787,1
3.14,46.1283,-0.634813,1
3.16,46.1066,-0.643593,1
3.18,46.0867,-0.648946,1
3.2,46.0686,-0.661004,1
3.22,46.0476,-0.667971,1
3.24,46.0272,-0.6661,1
3.26,46.0076,-0.650817,1
3.28,45.9878,-0.642085,1
3.3,45.9669,-0.662071,1
3.32,45.9466,-0.684822,1
3.34,45.9281,-0.685686,1
3.36,45.908,-0.673443,1
3.38,45.8868,-0.659072,1
3.4,45.8672,-0.654936,1
3.42,45.8471,-0.675517,1
3.44,45.827,-0.694817,1
3.46,45.8084,-0.694627,1
3.48,45.7877,-0.691032,1
3.5,45.7664,-0.688005,1
3.52,45.7486,-0.680006,1
3.54,45.7271,-0.698346,1
