"Time Sec","Position mm","100 kN kN","Cycle"
0.,47.1433,0.238419E-4,1
0.02,47.1325,-0.26226E-3,1
0.04,47.1104,0.0134587,1
0.06,47.0882,0.584126E-3,1
0.08,47.0703,0.00650883,1
0.1,47.0491,0.0117779,1
0.12,47.0287,0.00226498,1
0.14,47.0081,0.00487566,1
0.16,46.9887,0.00501871,1
0.18,46.9697,-0.00491738,1
0.2,46.9482,-0.00136495,1
0.22,46.9301,0.739098E-3,1
0.24,46.9076,-0.00619292,1
0.26,46.8875,-0.0172257,1
0.28,46.8692,-0.0206053,1
0.3,46.8484,-0.0289142,1
0.32,46.8283,-0.0479281,1
0.34,46.8087,-0.0636518,1
0.36,46.7885,-0.0983238,1
0.38,46.7674,-0.156558,1
0.4,46.7485,-0.200421,1
0.42,46.7286,-0.245416,1
0.44,46.7079,-0.296342,1
0.46,46.6871,-0.332987,1
0.48,46.6684,-0.385934,1
0.5,46.6478,-0.431526,1
0.52,46.6276,-0.46491,1
0.54,46.6072,-0.453359,1
0.56,46.5874,-0.434214,1
0.58,46.5669,-0.414348,1
0.6,46.5457,-0.418079,1
0.62,46.5286,-0.411725,1
0.64,46.5071,-0.424385,1
0.66,46.4875,-0.434512,1
0.68,46.4655,-0.435394,1
0.7,46.4465,-0.416368,1
0.72,46.4271,-0.403738,1
0.74,46.4071,-0.408375,1
0.76,46.3871,-0.416613,1
0.78,46.3653,-0.422698,1
0.8,46.347,-0.417751,1
0.82,46.3269,-0.41694,1
0.84,46.3063,-0.417531,1
0.86,46.2867,-0.429356,1
0.88,46.2668,-0.42519,1
0.9,46.2458,-0.440162,1
0.92,46.2254,-0.442618,1
0.94,46.2066,-0.455058,1
0.96,46.1868,-0.445402,1
0.98,46.1646,-0.467515,1
1.,46.1457,-0.47664,1
1.02,46.1267,-0.468051,1
1.04,46.1061,-0.474399,1
1.06,46.0869,-0.475621,1
1.08,46.0651,-0.479889,1
1.1,46.0449,-0.485122,1
1.12,46.027,-0.490856,1
1.14,46.0048,-0.483578,1
1.16,45.9846,-0.488955,1
1.18,45.9666,-0.499177,1
1.2,45.9457,-0.501567,1
1.22,45.9243,-0.513715,1
1.24,45.9055,-0.505805,1
1.26,45.8861,-0.5054,1
1.28,45.8657,-0.505829,1
1.3,45.8438,-0.520355,1
