0,NaN
0.01,NaN
0.02,NaN
0.03,NaN
0.04,NaN
0.05,NaN
0.06,NaN
0.07,NaN
0.08,NaN
0.09,NaN
0.1,NaN
0.11,NaN
0.12,NaN
0.13,NaN
0.14,NaN
0.15,NaN
0.16,NaN
0.17,NaN
0.18,NaN
0.19,NaN
0.2,NaN
0.21,NaN
0.22,1.4096
0.235,1.4577
0.2575,1.5216
0.29125,1.6012
0.34125,1.6946
0.39125,1.8085
0.44125,1.9044
0.49125,2.0078
0.54125,2.0905
0.59125,2.1982
0.64125,2.2988
0.69125,2.3779
0.74125,2.3184
0.79125,2.3003
0.84125,2.3055
0.89125,2.3269
0.94125,2.3599
0.99125,2.4066
1.0413,2.4572
1.0913,2.5242
1.1413,2.5765
1.1913,2.5411
1.2413,2.5202
1.2913,2.5089
1.3413,2.518
1.3913,2.5366
1.4413,2.5808
1.4913,2.5938
1.5413,2.5506
1.5913,2.5313
1.6413,2.5193
1.6913,2.5365
1.7413,2.5573
1.7913,2.5833
1.8413,2.6072
1.8913,2.5911
1.9413,2.5673
1.9913,2.551
2.0413,2.5471
2.0913,2.5445
2.1413,2.5584
2.1913,2.571
2.2413,2.6093
2.2913,2.5902
2.3412,2.5724
2.3438,0.72077
2.3475,0.72072
2.3531,0.71929
2.3616,0.71832
2.3742,0.71811
2.3932,0.71885
2.4217,0.72492
2.4644,0.7383
2.5144,0.75695
2.5644,0.77638
2.6144,0.79822
2.6644,0.81733
2.7144,0.84328
2.7644,0.86892
2.8144,0.89182
2.8644,0.894
2.9144,0.89814
2.9644,0.90751
3.0144,0.91694
3.0644,0.93678
3.1144,0.96194
3.1644,0.98267
3.2144,0.9884
3.2644,0.99018
3.3144,1.0019
3.3644,1.0202
3.4144,1.0417
3.4644,1.0434
3.5144,1.0518
3.5644,1.061
3.6144,1.0727
3.6644,1.0913
3.7144,1.0942
3.7644,1.1007
3.8144,1.1114
3.8644,1.1235
3.9144,1.1386
3.9644,1.1421
4.0144,1.1482
4.0644,1.164
4.1144,1.1753
4.1644,1.1825
4.2144,1.1858
4.2644,1.1898
4.3144,1.1946
4.3644,1.2018
4.4144,1.207
4.4644,1.2123
4.5144,1.2162
4.5644,1.2172
4.6144,1.2211
4.6644,1.2303
4.7144,1.238
4.7644,1.236
4.8144,1.2362
4.8644,1.2417
4.9144,1.2491
4.9644,1.2491
5.0144,1.2444
5.0644,1.2451
5.1144,1.2492
5.1644,1.2532
5.2144,1.2559
5.2644,1.2452
5.3144,1.2462
5.3644,1.2544
5.4144,1.2612
5.4644,1.2541
5.5144,1.2522
5.5644,1.2485
5.6144,1.2481
5.6644,1.2504
5.7144,1.2555
5.7644,1.2503
5.8144,1.2511
5.8644,1.2475
5.9144,1.2458
5.9644,1.2459
6.0144,1.2464
6.0644,1.2493
6.1144,1.2454
6.1644,1.2421
6.2144,1.24
6.2644,1.2397
6.3144,1.2448
6.3644,1.2448
6.4144,1.2411
6.4644,1.2361
6.5144,1.2344
6.5644,1.2311
6.6144,1.2351
6.6644,1.2406
6.7144,1.2326
6.7644,1.2266
6.8144,1.2245
6.8644,1.2219
6.9144,1.2304
6.9644,1.2331
7.0144,1.225
7.0644,1.2185
7.1144,1.2182
7.1644,1.2257
7.2144,1.2323
7.2644,1.2323
7.3144,1.2278
7.3644,1.2276
7.4144,1.2264
7.4644,1.2239
7.5144,1.2245
7.5644,1.2241
7.6144,1.2215
7.6644,1.2213
7.7144,1.2254
7.7644,1.2284
7.8144,1.2253
7.8644,1.2218
7.9144,1.2215
7.9644,1.2219
8.0144,1.2212
8.0644,1.2242
8.1144,1.2248
8.1644,1.2181
8.2144,1.2242
8.2644,1.2153
8.3144,1.218
8.3412,1.2168
8.3815,1.2219
