Iteration	CPUTime	PhysTime	Travels
1	2	0	0.0173887856
2	2	0	0.0347775712
3	3	0	0.0521663568
4	3	0	0.0695551424
5	3	0	0.0869439281
6	3	0	0.104332714
7	4	0	0.121721499
8	4	0	0.139110285
9	4	0	0.15649907
10	4	0	0.173887856
11	4	0	0.191276642
12	5	0	0.208665427
13	5	0	0.226054213
14	5	0	0.243442999
15	5	0	0.260831784
16	5	0	0.27822057
17	6	0	0.295609355
18	6	0	0.312998141
19	6	0	0.330386927
20	6	0	0.347775712
21	7	0	0.365164498
22	7	0	0.382553283
23	7	0	0.399942069
24	7	0	0.417330855
25	7	0	0.43471964
26	8	0	0.452108426
27	8	0	0.469497211
28	8	0	0.486885997
29	9	0	0.504274783
30	9	0	0.521663568
31	9	0	0.539052354
32	10	0	0.55644114
33	10	0	0.573829925
34	10	0	0.591218711
35	10	0	0.608607496
36	11	0	0.625996282
37	11	0	0.643385068
38	11	0	0.660773853
39	12	0	0.678162639
40	12	0	0.695551424
41	12	0	0.71294021
42	13	0	0.730328996
43	13	0	0.747717781
44	13	0	0.765106567
45	14	0	0.782495352
46	14	0	0.799884138
47	14	0	0.817272924
48	15	0	0.834661709
49	15	0	0.852050495
50	15	0	0.869439281
51	15	0	0.886828066
52	15	0	0.904216852
53	16	0	0.921605637
54	16	0	0.938994423
55	16	0	0.956383209
56	16	0	0.973771994
57	17	0	0.99116078
58	17	0	1.00854957
59	17	0	1.02593835
60	17	0	1.04332714
61	18	0	1.06071592
62	18	0	1.07810471
63	18	0	1.09549349
64	18	0	1.11288228
65	19	0	1.13027106
66	19	0	1.14765985
67	19	0	1.16504864
68	20	0	1.18243742
69	20	0	1.19982621
70	20	0	1.21721499
71	20	0	1.23460378
72	21	0	1.25199256
73	21	0	1.26938135
74	21	0	1.28677014
75	21	0	1.30415892
76	22	0	1.32154771
77	22	0	1.33893649
78	22	0	1.35632528
79	22	0	1.37371406
80	23	0	1.39110285
81	23	0	1.40849163
82	23	0	1.42588042
83	23	0	1.44326921
84	24	0	1.46065799
85	24	0	1.47804678
86	24	0	1.49543556
87	24	0	1.51282435
88	25	0	1.53021313
89	25	0	1.54760192
90	25	0	1.5649907
91	25	0	1.58237949
92	26	0	1.59976828
93	26	0	1.61715706
94	26	0	1.63454585
95	26	0	1.65193463
96	27	0	1.66932342
97	27	0	1.6867122
98	27	0	1.70410099
99	27	0	1.72148978
100	28	0	1.73887856
101	28	0	1.75626735
102	28	0	1.77365613
103	29	0	1.79104492
104	29	0	1.8084337
105	29	0	1.82582249
106	29	0	1.84321127
107	30	0	1.86060006
108	30	0	1.87798885
109	30	0	1.89537763
110	30	0	1.91276642
111	30	0	1.9301552
112	31	0	1.94754399
113	31	0	1.96493277
114	31	0	1.98232156
115	32	0	1.99971035
116	32	0	2.01709913
117	32	0	2.03448792
118	32	0	2.0518767
119	32	0	2.06926549
120	33	0	2.08665427
121	33	0	2.10404306
122	33	0	2.12143184
123	33	0	2.13882063
124	34	0	2.15620942
125	34	0	2.1735982
126	34	0	2.19098699
127	35	0	2.20837577
128	35	0	2.22576456
129	35	0	2.24315334
130	35	0	2.26054213
131	35	0	2.27793091
132	36	0	2.2953197
133	36	0	2.31270849
134	36	0	2.33009727
135	36	0	2.34748606
136	37	0	2.36487484
137	37	0	2.38226363
138	37	0	2.39965241
139	37	0	2.4170412
140	38	0	2.43442999
141	38	0	2.45181877
142	38	0	2.46920756
143	38	0	2.48659634
144	39	0	2.50398513
145	39	0	2.52137391
146	39	0	2.5387627
147	39	0	2.55615148
148	40	0	2.57354027
149	40	0	2.59092906
150	40	0	2.60831784
151	40	0	2.62570663
152	41	0	2.64309541
153	41	0	2.6604842
154	41	0	2.67787298
155	41	0	2.69526177
156	42	0	2.71265056
157	42	0	2.73003934
158	42	0	2.74742813
159	42	0	2.76481691
160	43	0	2.7822057
161	43	0	2.79959448
162	43	0	2.81698327
163	43	0	2.83437205
164	44	0	2.85176084
165	44	0	2.86914963
166	44	0	2.88653841
167	44	0	2.9039272
168	45	0	2.92131598
169	45	0	2.93870477
170	45	0	2.95609355
171	45	0	2.97348234
172	46	0	2.99087112
173	46	0	3.00825991
174	46	0	3.0256487
175	46	0	3.04303748
176	47	0	3.06042627
177	47	0	3.07781505
178	47	0	3.09520384
179	47	0	3.11259262
180	47	0	3.12998141
181	48	0	3.1473702
182	48	0	3.16475898
183	48	0	3.18214777
184	49	0	3.19953655
185	49	0	3.21692534
186	49	0	3.23431412
187	49	0	3.25170291
188	50	0	3.26909169
189	50	0	3.28648048
190	50	0	3.30386927
191	50	0	3.32125805
192	51	0	3.33864684
193	51	0	3.35603562
194	51	0	3.37342441
195	51	0	3.39081319
196	52	0	3.40820198
197	52	0	3.42559077
