Time Sec,Position mm,200LB lb,Cycle,,,,,,,,,,,,,,,,,,
13.8,-1.30958,-5.67626,1,,,,,,,,,,,,,,,,,,
13.9,-1.40934,-4.4551,1,,,,,,,,,,,,,,,,,,
14,-1.50821,-4.37917,1,,,,,,,,,,,,,,,,,,
14.1,-1.60869,-3.84167,1,,,,,,,,,,,,,,,,,,
14.2,-1.70921,-2.79862,1,,,,,,,,,,,,,,,,,,
14.3,-1.80995,-2.41624,1,,,,,,,,,,,,,,,,,,
14.4,-1.90996,-1.98071,1,,,,,,,,,,,,,,,,,,
14.5,-2.01107,-1.84608,1,,,,,,,,,,,,,,,,,,
14.6,-2.10952,-1.26524,1,,,,,,,,,,,,,,,,,,
14.7,-2.21066,-0.923848,1,,,,,,,,,,,,,,,,,,
14.8,-2.30954,-1.05169,1,,,,,,,,,,,,,,,,,,
14.9,-2.40938,-0.882876,1,,,,,,,,,,,,,,,,,,
15,-2.50944,-0.638735,1,,,,,,,,,,,,,,,,,,
15.1,-2.6098,-0.922024,1,,,,,,,,,,,,,,,,,,
15.2,-2.71021,-0.86267,1,,,,,,,,,,,,,,,,,,
15.3,-2.81007,-0.571859,1,,,,,,,,,,,,,,,,,,
15.4,-2.91006,-1.82858,1,,,,,,,,,,,,,,,,,,
15.5,-3.00971,-1.51958,1,,,,,,,,,,,,,,,,,,
15.6,-3.10909,-1.57927,1,,,,,,,,,,,,,,,,,,
15.7,-3.21071,-1.30677,1,,,,,,,,,,,,,,,,,,
15.8,-3.30899,-0.796354,1,,,,,,,,,,,,,,,,,,
15.9,-3.40969,-0.494123,1,,,,,,,,,,,,,,,,,,
16,-3.50883,-0.56603,1,,,,,,,,,,,,,,,,,,
16.1,-3.60959,-0.450456,1,,,,,,,,,,,,,,,,,,
16.2,-3.70912,-0.604916,1,,,,,,,,,,,,,,,,,,
16.3,-3.80974,-0.602222,1,,,,,,,,,,,,,,,,,,
16.4,-3.90815,-0.505698,1,,,,,,,,,,,,,,,,,,
16.5,-4.00908,-0.823069,1,,,,,,,,,,,,,,,,,,
16.6,-4.10847,-0.521195,1,,,,,,,,,,,,,,,,,,
16.7,-4.21038,-0.653493,1,,,,,,,,,,,,,,,,,,
16.8,-4.30995,-0.735986,1,,,,,,,,,,,,,,,,,,
16.9,-4.41043,-0.468373,1,,,,,,,,,,,,,,,,,,
17,-4.50992,-0.498402,1,,,,,,,,,,,,,,,,,,
17.1,-4.6102,-0.495958,1,,,,,,,,,,,,,,,,,,
17.2,-4.70997,-0.642943,1,,,,,,,,,,,,,,,,,,
17.3,-4.81028,-0.639403,1,,,,,,,,,,,,,,,,,,
17.4,-4.90991,-0.548232,1,,,,,,,,,,,,,,,,,,
17.5,-5.00943,-0.555336,1,,,,,,,,,,,,,,,,,,
17.6,-5.10952,-0.459611,1,,,,,,,,,,,,,,,,,,
17.7,-5.20829,-0.498974,1,,,,,,,,,,,,,,,,,,
17.8,-5.31113,-0.50292,1,,,,,,,,,,,,,,,,,,
17.9,-5.4082,-0.527799,1,,,,,,,,,,,,,,,,,,
18,-5.5099,-0.485802,1,,,,,,,,,,,,,,,,,,
18.1,-5.6093,-0.494504,1,,,,,,,,,,,,,,,,,,
18.2,-5.70866,-0.610173,1,,,,,,,,,,,,,,,,,,
18.3,-5.80857,-0.828481,1,,,,,,,,,,,,,,,,,,
18.4,-5.90917,-0.565708,1,,,,,,,,,,,,,,,,,,
18.5,-6.00816,-0.543153,1,,,,,,,,,,,,,,,,,,
18.6,-6.11041,-0.621676,1,,,,,,,,,,,,,,,,,,
18.7,-6.21072,-0.511408,1,,,,,,,,,,,,,,,,,,
18.8,-6.31111,-0.472319,1,,,,,,,,,,,,,,,,,,
18.9,-6.40976,-0.665987,1,,,,,,,,,,,,,,,,,,
19,-6.50799,-0.760973,1,,,,,,,,,,,,,,,,,,
19.1,-6.6087,-0.488603,1,,,,,,,,,,,,,,,,,,
19.2,-4.97597,0.359035,1,,,,,,,,,,,,,,,,,,
19.3,-2.36675,0.722861,1,,,,,,,,,,,,,,,,,,
19.4,0.24579,0.0720978,1,,,,,,,,,,,,,,,,,,
19.5,2.85543,0.0392675,1,,,,,,,,,,,,,,,,,,
19.6,5.46511,0.0488997,1,,,,,,,,,,,,,,,,,,
19.7,8.07169,0.0631571,1,,,,,,,,,,,,,,,,,,
19.8,10.6801,0.0714064,1,,,,,,,,,,,,,,,,,,
19.9,12.5462,0.178146,1,,,,,,,,,,,,,,,,,,
20,12.5377,0.228047,1,,,,,,,,,,,,,,,,,,
20.1,12.5322,0.0530243,1,,,,,,,,,,,,,,,,,,
20.2,12.53,0.052309,1,,,,,,,,,,,,,,,,,,
20.3,12.524,0.0650406,1,,,,,,,,,,,,,,,,,,
20.4,12.523,0.116754,1,,,,,,,,,,,,,,,,,,
20.5,12.5179,0.0464201,1,,,,,,,,,,,,,,,,,,
