0,0
0.01,3.3713e-4
0.02,0.0037777
0.03,0.014181
0.04,0.032116
0.05,0.056402
0.06,0.086808
0.07,0.12352
0.08,0.16672
0.09,0.21661
0.1,0.27335
0.11,0.33715
0.12,0.40818
0.13,0.48662
0.14,0.57254
0.15,0.666
0.16,0.76703
0.17,0.87567
0.18,0.99197
0.19,1.116
0.2,1.2477
0.21,1.3872
0.22,1.5345
0.235,1.7702
0.2575,2.1571
0.29125,2.8123
0.34125,3.9475
0.39125,5.2779
0.44125,6.8024
0.49125,8.5195
0.54125,10.428
0.59125,12.526
0.64125,14.812
0.69125,17.282
0.74125,19.932
0.79125,22.757
0.84125,25.754
0.89125,28.919
0.94125,32.248
0.99125,35.74
1.0413,39.39
1.0913,43.195
1.1413,47.139
1.1913,51.17
1.2413,55.224
1.2913,59.263
1.3413,63.271
1.3913,67.244
1.4413,71.182
1.4913,75.085
1.5413,78.953
1.5913,82.788
1.6413,86.588
1.6913,90.354
1.7413,94.086
1.7913,97.784
1.8413,101.45
1.8913,105.08
1.9413,108.68
1.9913,112.24
2.0413,115.77
2.0913,119.27
2.1413,122.74
2.1913,126.17
2.2413,129.57
2.2913,132.94
2.3412,136.28
2.3438,136.45
2.3475,136.7
2.3531,137.07
2.3616,137.63
2.3742,138.49
2.3932,139.81
2.4217,141.84
2.4644,145.02
2.5144,148.96
2.5644,153.13
2.6144,157.52
2.6644,162.09
2.7144,166.85
2.7644,171.79
2.8144,176.89
2.8644,182.16
2.9144,187.58
2.9644,193.16
3.0144,198.88
3.0644,204.75
3.1144,210.76
3.1644,216.9
3.2144,223.16
3.2644,229.55
3.3144,236.06
3.3644,242.68
3.4144,249.41
3.4644,256.24
3.5144,263.17
3.5644,270.19
3.6144,277.3
3.6644,284.49
3.7144,291.77
3.7644,299.12
3.8144,306.53
3.8644,314.02
3.9144,321.56
3.9644,329.16
4.0144,336.81
4.0644,344.51
4.1144,352.25
4.1644,360.02
4.2144,367.83
4.2644,375.67
4.3144,383.54
4.3644,391.42
4.4144,399.32
4.4644,407.23
4.5144,415.14
4.5644,423.06
4.6144,430.97
4.6644,438.88
4.7144,446.78
4.7644,454.66
4.8144,462.52
4.8644,470.37
4.9144,478.18
4.9644,485.97
5.0144,493.73
5.0644,501.46
