Time (s),Thrust (N),Oxidizer Tank Pressure (kPa),Combustion Chamber Pressure (kPa),Injector Pressure Drop (kPa),Oxidizer Mass (kg),Fuel Mass (kg),Oxidizer Mass Flow Rate (kg/s),Fuel Mass Flow Rate (kg/s),Exhaust Mass Flow Rate (kg/s),Oxidizer to Fuel Ratio,Grain ID (cm),Regression Rate (mm/s)
0.18,4577.7741,4007.7375,3194.3262,-0.52634026,4.7118112,1.349211,2.1699287,0.34589713,2.3723059,6.2733354,6.3720663,0.0063000676
0.181,4579.5336,4007.2111,3195.4981,-0.52583829,4.7096436,1.3488653,2.1676573,0.34568861,2.3732784,6.2705488,6.3733253,0.0062950247
0.182,4581.2379,4006.6853,3196.6339,-0.52534772,4.7074781,1.3485198,2.1654334,0.34548422,2.3742219,6.2678213,6.3745833,0.00629006
0.183,4582.8885,4006.16,3197.7345,-0.52486829,4.7053149,1.3481745,2.1632559,0.34528387,2.3751371,6.2651518,6.3758404,0.0062851716
0.184,4584.4867,4005.6351,3198.8006,-0.52439977,4.7031537,1.3478294,2.1611238,0.34508747,2.3760247,6.2625391,6.3770964,0.0062803582
0.185,4586.0336,4005.1107,3199.833,-0.52394193,4.7009947,1.3474845,2.1590361,0.34489495,2.3768853,6.2599819,6.3783516,0.006275618
0.186,4587.5304,4004.5868,3200.8326,-0.52349452,4.6988377,1.3471398,2.156992,0.34470621,2.3777196,6.2574792,6.3796058,0.0062709496
0.187,4588.9785,4004.0633,3201.8002,-0.52305734,4.6966827,1.3467953,2.1549903,0.34452119,2.3785281,6.2550298,6.380859,0.0062663515
0.188,4590.3788,4003.5402,3202.7364,-0.52263015,4.6945297,1.346451,2.1530302,0.3443398,2.3793115,6.2526325,6.3821114,0.0062618222
0.189,4591.7326,4003.0176,3203.6421,-0.52221273,4.6923786,1.3461068,2.1511109,0.34416197,2.3800703,6.2502864,6.3833629,0.0062573602
0.19,4593.041,4002.4954,3204.5179,-0.52180487,4.6902294,1.3457628,2.1492313,0.34398762,2.3808051,6.2479902,6.3846135,0.006252964
0.191,4594.3051,4001.9736,3205.3647,-0.52140637,4.688082,1.345419,2.1473906,0.34381667,2.3815165,6.245743,6.3858632,0.0062486324
0.192,4595.5259,4001.4521,3206.1829,-0.52101702,4.6859364,1.3450753,2.1455879,0.34364906,2.3822051,6.2435437,6.3871121,0.0062443639
0.193,4596.7044,4000.9311,3206.9734,-0.5206366,4.6837925,1.3447319,2.1438225,0.34348471,2.3828713,6.2413913,6.3883601,0.0062401571
0.194,4597.8416,4000.4105,3207.7368,-0.52026494,4.6816505,1.3443885,2.1420934,0.34332355,2.3835157,6.2392848,6.3896073,0.0062360108
0.195,4598.9387,3999.8902,3208.4738,-0.51990183,4.6795101,1.3440454,2.1403999,0.34316551,2.3841389,6.2372232,6.3908537,0.0062319236
0.196,4599.9964,3999.3703,3209.1849,-0.51954708,4.6773713,1.3437024,2.1387411,0.34301052,2.3847412,6.2352055,6.3920992,0.0062278942
0.197,4601.0158,3998.8508,3209.8708,-0.51920051,4.6752342,1.3433595,2.1371163,0.34285853,2.3853232,6.2332308,6.393344,0.0062239214
0.198,4601.9978,3998.3316,3210.5321,-0.51886193,4.6730987,1.3430168,2.1355248,0.34270945,2.3858855,6.2312982,6.394588,0.006220004
0.199,4602.9432,3997.8127,3211.1694,-0.51853116,4.6709647,1.3426742,2.1339657,0.34256324,2.3864283,6.2294066,6.3958313,0.0062161407
0.2,4603.853,3997.2942,3211.7833,-0.51820804,4.6688323,1.3423318,2.1324383,0.34241981,2.3869523,6.2275553,6.3970737,0.0062123304
0.201,4604.7281,3996.776,3212.3742,-0.51789238,4.6667013,1.3419895,2.130942,0.34227913,2.3874579,6.2257434,6.3983154,0.0062085719
0.202,4605.5691,3996.2581,3212.9429,-0.51758402,4.6645719,1.3416474,2.129476,0.34214111,2.3879454,6.2239699,6.3995564,0.0062048641
0.203,4606.3771,3995.7405,3213.4897,-0.5172828,4.6624438,1.3413054,2.1280396,0.34200571,2.3884154,6.2222341,6.4007967,0.0062012058
0.204,4607.1527,3995.2232,3214.0153,-0.51698855,4.6603172,1.3409635,2.1266322,0.34187287,2.3888682,6.2205351,6.4020362,0.006197596
0.205,4607.8967,3994.7062,3214.5201,-0.51670112,4.6581919,1.3406218,2.1252531,0.34174253,2.3893043,6.2188721,6.403275,0.0061940336
0.206,4608.61,3994.1895,3215.0047,-0.51642034,4.656068,1.3402802,2.1239016,0.34161463,2.389724,6.2172442,6.4045131,0.0061905175
0.207,4609.2932,3993.6731,3215.4694,-0.51614608,4.6539454,1.3399387,2.1225771,0.34148911,2.3901278,6.2156508,6.4057505,0.0061870468
0.208,4609.9471,3993.157,3215.9149,-0.51587817,4.6518242,1.3395973,2.121279,0.34136593,2.390516,6.214091,6.4069872,0.0061836203
0.209,4610.5724,3992.6411,3216.3416,-0.51561648,4.6497042,1.3392561,2.1200067,0.34124504,2.3908889,6.2125641,6.4082233,0.0061802372
0.21,4611.1698,3992.1255,3216.7499,-0.51536087,4.6475854,1.3389149,2.1187595,0.34112637,2.3912471,6.2110693,6.4094586,0.0061768964
0.211,4611.7399,3991.6101,3217.1402,-0.51511118,4.6454679,1.3385739,2.117537,0.34100989,2.3915908,6.2096059,6.4106934,0.006173597
0.212,4612.2835,3991.095,3217.5131,-0.5148673,4.6433515,1.338233,2.1163386,0.34089554,2.3919203,6.2081733,6.4119274,0.0061703381
0.213,4612.8011,3990.5801,3217.8688,-0.51462907,4.6412364,1.3378922,2.1151636,0.34078326,2.392236,6.2067706,6.4131609,0.0061671188
0.214,4613.2934,3990.0655,3218.2079,-0.51439639,4.6391224,1.3375516,2.1140115,0.34067303,2.3925383,6.2053973,6.4143936,0.0061639382
0.215,4613.7611,3989.5511,3218.5308,-0.51416911,4.6370095,1.337211,2.1128819,0.34056478,2.3928274,6.2040527,6.4156258,0.0061607953
0.216,4614.2046,3989.0369,3218.8378,-0.5139471,4.6348977,1.3368705,2.1117741,0.34045848,2.3931037,6.2027361,6.4168573,0.0061576895
0.217,4614.6247,3988.523,3219.1293,-0.51373026,4.632787,1.3365302,2.1106877,0.34035407,2.3933675,6.2014468,6.4180883,0.0061546197
0.218,4615.0218,3988.0093,3219.4057,-0.51351846,4.6306774,1.3361899,2.1096222,0.34025153,2.3936191,6.2001843,6.4193186,0.0061515853
0.219,4615.3965,3987.4957,3219.6674,-0.51331158,4.6285688,1.3358498,2.108577,0.34015079,2.3938587,6.1989479,6.4205483,0.0061485854
0.22,4615.7494,3986.9824,3219.9147,-0.51310951,4.6264613,1.3355097,2.1075518,0.34005183,2.3940867,6.1977371,6.4217774,0.0061456192
0.221,4616.081,3986.4693,3220.1479,-0.51291214,4.6243547,1.3351698,2.106546,0.33995459,2.3943034,6.1965512,6.423006,0.006142686
0.222,4616.3919,3985.9564,3220.3675,-0.51271935,4.6222492,1.3348299,2.1055592,0.33985905,2.394509,6.1953897,6.4242339,0.006139785
0.223,4616.6824,3985.4437,3220.5737,-0.51253104,4.6201446,1.3344902,2.104591,0.33976516,2.3947037,6.194252,6.4254613,0.0061369155
0.224,4616.9532,3984.9312,3220.7669,-0.51234711,4.6180409,1.3341505,2.1036408,0.33967288,2.394888,6.1931375,6.4266881,0.0061340768
0.225,4617.2047,3984.4188,3220.9474,-0.51216746,4.6159382,1.3338109,2.1027084,0.33958217,2.3950619,6.1920458,6.4279144,0.0061312682
0.226,4617.4374,3983.9066,3221.1154,-0.51199197,4.6138364,1.3334714,2.1017931,0.33949301,2.3952258,6.1909762,6.4291401,0.0061284889
0.227,4617.6517,3983.3946,3221.2714,-0.51182056,4.6117355,1.333132,2.1008948,0.33940535,2.3953799,6.1899284,6.4303652,0.0061257384
0.228,4617.8481,3982.8828,3221.4155,-0.51165313,4.6096355,1.3327927,2.1000129,0.33931915,2.3955244,6.1889017,6.4315898,0.006123016
0.229,4618.027,3982.3712,3221.5482,-0.51148959,4.6075364,1.3324535,2.099147,0.33923439,2.3956596,6.1878956,6.4328139,0.0061203209
0.23,4618.1889,3981.8597,3221.6696,-0.51132985,4.6054381,1.3321143,2.0982969,0.33915104,2.3957857,6.1869098,6.4340374,0.0061176527
0.231,4618.3341,3981.3484,3221.78,-0.51117381,4.6033406,1.3317752,2.097462,0.33906905,2.3959029,6.1859437,6.4352604,0.0061150107
0.232,4618.4632,3980.8372,3221.8798,-0.51102139,4.601244,1.3314362,2.0966421,0.33898839,2.3960115,6.1849968,6.4364829,0.0061123942
0.233,4618.5764,3980.3262,3221.9691,-0.5108725,4.5991481,1.3310973,2.0958368,0.33890904,2.3961116,6.1840688,6.4377049,0.0061098028
0.234,4618.6741,3979.8153,3222.0482,-0.51072706,4.5970531,1.3307585,2.0950458,0.33883096,2.3962034,6.1831591,6.4389263,0.0061072358
0.235,4618.7568,3979.3046,3222.1174,-0.51058499,4.5949588,1.3304198,2.0942686,0.33875413,2.3962872,6.1822673,6.4401472,0.0061046926
0.236,4618.8248,3978.794,3222.1769,-0.51044621,4.5928653,1.3300811,2.093505,0.33867851,2.3963632,6.1813931,6.4413677,0.0061021728
0.237,4618.8784,3978.2835,3222.227,-0.51031065,4.5907726,1.3297425,2.0927547,0.33860408,2.3964315,6.1805359,6.4425876,0.0060996758
0.238,4618.9181,3977.7732,3222.2678,-0.51017821,4.5886805,1.3294039,2.0920173,0.33853081,2.3964923,6.1796955,6.4438071,0.0060972011
0.239,4618.9442,3977.263,3222.2996,-0.51004884,4.5865892,1.3290655,2.0912925,0.33845866,2.3965458,6.1788713,6.445026,0.0060947482
0.24,4618.9569,3976.753,3222.3227,-0.50992246,4.5844987,1.3287271,2.0905801,0.33838763,2.3965922,6.178063,6.4462445,0.0060923165
0.241,4618.9567,3976.2431,3222.3372,-0.509799,4.5824088,1.3283888,2.0898797,0.33831766,2.3966316,6.1772703,6.4474624,0.0060899056
0.242,4618.9438,3975.7333,3222.3434,-0.50967838,4.5803196,1.3280505,2.089191,0.33824875,2.3966643,6.1764927,6.4486799,0.0060875149
0.243,4618.9185,3975.2236,3222.3414,-0.50956055,4.5782311,1.3277123,2.0885137,0.33818087,2.3966904,6.1757299,6.449897,0.0060851442
0.244,4618.8812,3974.714,3222.3315,-0.50944543,4.5761432,1.3273742,2.0878477,0.33811399,2.39671,6.1749816,6.4511135,0.0060827928
0.245,4618.8322,3974.2046,3222.3138,-0.50933296,4.574056,1.3270362,2.0871926,0.33804809,2.3967234,6.1742474,6.4523296,0.0060804604
0.246,4618.7717,3973.6953,3222.2886,-0.50922308,4.5719695,1.3266982,2.0865481,0.33798315,2.3967306,6.1735269,6.4535453,0.0060781464
0.247,4618.7,3973.186,3222.256,-0.50911572,4.5698836,1.3263603,2.085914,0.33791914,2.3967318,6.1728199,6.4547604,0.0060758506
0.248,4618.6175,3972.6769,3222.2162,-0.50901083,4.5677983,1.3260224,2.0852901,0.33785604,2.3967272,6.172126,6.4559751,0.0060735724
0.249,4618.5242,3972.1679,3222.1694,-0.50890835,4.5657136,1.3256846,2.084676,0.33779383,2.3967169,6.1714449,6.4571894,0.0060713115
0.25,4618.4207,3971.659,3222.1157,-0.50880822,4.5636295,1.3253469,2.0840716,0.33773249,2.3967011,6.1707763,6.4584032,0.0060690675
0.251,4618.3069,3971.1502,3222.0554,-0.50871038,4.5615461,1.3250092,2.0834767,0.33767199,2.3966798,6.1701199,6.4596166,0.0060668399
0.252,4618.1834,3970.6415,3221.9886,-0.50861477,4.5594632,1.3246716,2.0828909,0.33761232,2.3966532,6.1694754,6.4608295,0.0060646285
0.253,4618.0502,3970.1329,3221.9154,-0.50852136,4.5573809,1.3243341,2.0823141,0.33755346,2.3966215,6.1688425,6.462042,0.0060624328
0.254,4617.9076,3969.6243,3221.836,-0.50843008,4.5552991,1.3239966,2.0817461,0.33749539,2.3965848,6.1682209,6.463254,0.0060602525
0.255,4617.7558,3969.1159,3221.7505,-0.50834088,4.5532179,1.3236591,2.0811866,0.33743808,2.3965431,6.1676104,6.4644657,0.0060580872
0.256,4617.5951,3968.6076,3221.6592,-0.50825371,4.5511373,1.3233217,2.0806355,0.33738153,2.3964967,6.1670107,6.4656769,0.0060559367
0.257,4617.4257,3968.0993,3221.5621,-0.50816852,4.5490572,1.3229844,2.0800925,0.33732571,2.3964456,6.1664215,6.4668876,0.0060538005
0.258,4617.2478,3967.5911,3221.4595,-0.50808527,4.5469776,1.3226471,2.0795575,0.3372706,2.3963899,6.1658427,6.4680979,0.0060516783
0.259,4617.0616,3967.0831,3221.3513,-0.50800392,4.5448986,1.3223099,2.0790302,0.33721619,2.3963298,6.1652738,6.4693079,0.0060495698
0.26,4616.8673,3966.5751,3221.2378,-0.5079244,4.5428201,1.3219728,2.0785104,0.33716247,2.3962654,6.1647147,6.4705174,0.0060474747
0.261,4616.6651,3966.0671,3221.1191,-0.50784669,4.5407421,1.3216357,2.0779981,0.33710941,2.3961967,6.1641652,6.4717264,0.0060453927
0.262,4616.4553,3965.5593,3220.9953,-0.50777074,4.5386646,1.3212986,2.0774929,0.33705699,2.3961239,6.163625,6.4729351,0.0060433235
0.263,4616.2379,3965.0515,3220.8666,-0.5076965,4.5365876,1.3209616,2.0769948,0.33700521,2.3960471,6.1630939,6.4741434,0.0060412669
0.264,4616.0132,3964.5438,3220.733,-0.50762393,4.5345111,1.3206246,2.0765035,0.33695405,2.3959663,6.1625716,6.4753512,0.0060392224
0.265,4615.7814,3964.0362,3220.5948,-0.507553,4.5324351,1.3202877,2.0760189,0.33690349,2.3958818,6.162058,6.4765586,0.0060371899
0.266,4615.5426,3963.5286,3220.4519,-0.50748367,4.5303595,1.3199509,2.0755408,0.33685352,2.3957935,6.1615529,6.4777657,0.0060351691
0.267,4615.297,3963.0212,3220.3046,-0.50741589,4.5282845,1.3196141,2.0750691,0.33680413,2.3957016,6.161056,6.4789723,0.0060331597
0.268,4615.0448,3962.5137,3220.1529,-0.50734963,4.5262099,1.3192773,2.0746036,0.33675529,2.3956061,6.1605671,6.4801785,0.0060311615
0.269,4614.7861,3962.0064,3219.9969,-0.50728485,4.5241357,1.3189406,2.0741441,0.336707,2.3955071,6.1600861,6.4813844,0.0060291742
0.27,4614.5212,3961.4991,3219.8367,-0.50722153,4.522062,1.318604,2.0736906,0.33665925,2.3954048,6.1596127,6.4825898,0.0060271975
0.271,4614.2501,3960.9919,3219.6725,-0.50715961,4.5199888,1.3182673,2.0732428,0.33661201,2.3952992,6.1591468,6.4837949,0.0060252313
0.272,4613.973,3960.4847,3219.5044,-0.50709907,4.517916,1.3179308,2.0728006,0.33656529,2.3951903,6.1586881,6.4849995,0.0060232753
0.273,4613.69,3959.9776,3219.3324,-0.50703988,4.5158436,1.3175943,2.072364,0.33651906,2.3950783,6.1582366,6.4862038,0.0060213292
0.274,4613.4014,3959.4706,3219.1566,-0.506982,4.5137717,1.3172578,2.0719327,0.33647331,2.3949633,6.157792,6.4874077,0.0060193929
0.275,4613.1071,3958.9636,3218.9772,-0.50692541,4.5117002,1.3169214,2.0715066,0.33642804,2.3948453,6.1573541,6.4886111,0.0060174661
0.276,4612.8075,3958.4567,3218.7941,-0.50687007,4.5096291,1.316585,2.0710856,0.33638323,2.3947243,6.1569229,6.4898143,0.0060155486
0.277,4612.5025,3957.9498,3218.6076,-0.50681594,4.5075584,1.3162486,2.0706696,0.33633886,2.3946006,6.156498,6.491017,0.0060136402
0.278,4612.1925,3957.443,3218.4177,-0.50676301,4.5054882,1.3159123,2.0702584,0.33629494,2.394474,6.1560795,6.4922193,0.0060117407
0.279,4611.8773,3956.9362,3218.2245,-0.50671125,4.5034183,1.3155761,2.0698519,0.33625144,2.3943448,6.155667,6.4934213,0.00600985
0.28,4611.5573,3956.4295,3218.028,-0.50666061,4.5013489,1.3152399,2.0694501,0.33620837,2.3942129,6.1552605,6.4946229,0.0060079677
0.281,4611.2324,3955.9229,3217.8283,-0.50661109,4.4992798,1.3149037,2.0690528,0.3361657,2.3940785,6.1548599,6.4958241,0.0060060938
0.282,4610.9029,3955.4162,3217.6256,-0.50656265,4.4972112,1.3145676,2.0686598,0.33612342,2.3939415,6.1544649,6.497025,0.006004228
0.283,4610.5689,3954.9097,3217.4198,-0.50651526,4.4951429,1.3142315,2.0682712,0.33608154,2.3938022,6.1540754,6.4982254,0.0060023702
0.284,4610.2304,3954.4032,3217.2112,-0.50646891,4.493075,1.3138955,2.0678867,0.33604003,2.3936604,6.1536914,6.4994255,0.0060005202
0.285,4609.8876,3953.8967,3216.9996,-0.50642356,4.4910075,1.3135595,2.0675063,0.3359989,2.3935163,6.1533126,6.5006253,0.0059986778
0.286,4609.5405,3953.3903,3216.7853,-0.50637919,4.4889404,1.3132235,2.0671298,0.33595812,2.3933699,6.1529389,6.5018246,0.0059968429
0.287,4609.1893,3952.8839,3216.5683,-0.50633578,4.4868736,1.3128876,2.0667573,0.3359177,2.3932213,6.1525703,6.5030236,0.0059950152
0.288,4608.8341,3952.3776,3216.3486,-0.5062933,4.4848072,1.3125517,2.0663885,0.33587762,2.3930706,6.1522065,6.5042223,0.0059931947
0.289,4608.475,3951.8713,3216.1263,-0.50625174,4.4827412,1.3122159,2.0660234,0.33583787,2.3929178,6.1518475,6.5054206,0.0059913812
0.29,4608.112,3951.365,3215.9015,-0.50621107,4.4806755,1.3118801,2.0656619,0.33579846,2.3927629,6.1514931,6.5066185,0.0059895745
0.291,4607.7453,3950.8588,3215.6742,-0.50617127,4.4786102,1.3115443,2.0653039,0.33575936,2.392606,6.1511433,6.507816,0.0059877745
0.292,4607.375,3950.3526,3215.4445,-0.50613232,4.4765453,1.3112086,2.0649494,0.33572057,2.3924471,6.1507979,6.5090132,0.0059859811
0.293,4607.0011,3949.8465,3215.2125,-0.50609419,4.4744807,1.3108729,2.0645981,0.33568208,2.3922864,6.1504568,6.5102101,0.005984194
0.294,4606.6238,3949.3404,3214.9782,-0.50605687,4.4724164,1.3105373,2.0642502,0.3356439,2.3921237,6.1501199,6.5114065,0.0059824132
0.295,4606.2431,3948.8344,3214.7417,-0.50602035,4.4703525,1.3102017,2.0639054,0.335606,2.3919593,6.149787,6.5126027,0.0059806385
0.296,4605.8591,3948.3283,3214.503,-0.50598459,4.468289,1.3098661,2.0635637,0.33556838,2.3917931,6.1494582,6.5137985,0.0059788699
0.297,4605.4718,3947.8223,3214.2621,-0.50594959,4.4662257,1.3095306,2.0632251,0.33553104,2.3916252,6.1491332,6.5149939,0.0059771071
0.298,4605.0815,3947.3164,3214.0192,-0.50591532,4.4641629,1.3091951,2.0628893,0.33549396,2.3914556,6.1488121,6.5161889,0.0059753501
0.299,4604.688,3946.8105,3213.7743,-0.50588176,4.4621003,1.3088596,2.0625565,0.33545715,2.3912844,6.1484946,6.5173837,0.0059735987
0.3,4604.2917,3946.3046,3213.5274,-0.50584891,4.4600381,1.3085242,2.0622265,0.33542059,2.3911115,6.1481808,6.518578,0.0059718528
0.301,4603.8923,3945.7988,3213.2786,-0.50581674,4.4579762,1.3081888,2.0618992,0.33538429,2.3909371,6.1478705,6.5197721,0.0059701123
0.302,4603.4902,3945.2929,3213.0279,-0.50578523,4.4559146,1.3078535,2.0615745,0.33534822,2.3907612,6.1475636,6.5209657,0.0059683771
0.303,4603.0853,3944.7871,3212.7754,-0.50575437,4.4538533,1.3075182,2.0612525,0.3353124,2.3905838,6.14726,6.5221591,0.005966647
0.304,4602.6777,3944.2814,3212.5211,-0.50572415,4.4517924,1.3071829,2.060933,0.3352768,2.390405,6.1469597,6.523352,0.0059649221
0.305,4602.2674,3943.7757,3212.2651,-0.50569455,4.4497318,1.3068476,2.060616,0.33524143,2.3902247,6.1466626,6.5245447,0.0059632021
0.306,4601.8546,3943.27,3212.0074,-0.50566556,4.4476715,1.3065124,2.0603014,0.33520628,2.390043,6.1463685,6.525737,0.0059614869
0.307,4601.4393,3942.7643,3211.748,-0.50563715,4.4456115,1.3061773,2.0599891,0.33517135,2.3898601,6.1460775,6.5269289,0.0059597766
0.308,4601.0215,3942.2587,3211.487,-0.50560933,4.4435518,1.3058421,2.0596791,0.33513663,2.3896758,6.1457894,6.5281206,0.0059580709
0.309,4600.6014,3941.7531,3211.2245,-0.50558206,4.4414925,1.305507,2.0593714,0.33510211,2.3894902,6.1455042,6.5293118,0.0059563697
0.31,4600.1789,3941.2475,3210.9604,-0.50555535,4.4394334,1.305172,2.0590659,0.33506779,2.3893034,6.1452218,6.5305028,0.0059546731
0.311,4599.7542,3940.7419,3210.6948,-0.50552917,4.4373746,1.3048369,2.0587625,0.33503366,2.3891153,6.1449421,6.5316934,0.0059529808
0.312,4599.3273,3940.2364,3210.4278,-0.50550351,4.4353162,1.3045019,2.0584611,0.33499973,2.3889261,6.1446651,6.5328836,0.0059512929
0.313,4598.8981,3939.7309,3210.1593,-0.50547837,4.433258,1.304167,2.0581618,0.33496598,2.3887357,6.1443906,6.5340735,0.0059496091
0.314,4598.4669,3939.2254,3209.8894,-0.50545372,4.4312001,1.303832,2.0578645,0.33493241,2.3885442,6.1441187,6.5352631,0.0059479295
0.315,4598.0337,3938.72,3209.6182,-0.50542957,4.4291426,1.3034971,2.0575691,0.33489902,2.3883516,6.1438492,6.5364524,0.005946254
0.316,4597.5984,3938.2145,3209.3457,-0.50540589,4.4270853,1.3031623,2.0572756,0.3348658,2.3881579,6.1435822,6.5376413,0.0059445824
0.317,4597.1612,3937.7091,3209.0718,-0.50538267,4.4250283,1.3028274,2.0569839,0.33483275,2.3879632,6.1433174,6.5388299,0.0059429147
0.318,4596.7221,3937.2037,3208.7968,-0.50535991,4.4229716,1.3024926,2.056694,0.33479986,2.3877674,6.1430549,6.5400181,0.0059412509
0.319,4596.2811,3936.6984,3208.5205,-0.50533759,4.4209152,1.3021579,2.0564058,0.33476714,2.3875707,6.1427947,6.541206,0.0059395908
0.32,4595.8383,3936.193,3208.2429,-0.5053157,4.4188591,1.3018231,2.0561193,0.33473457,2.3873729,6.1425366,6.5423936,0.0059379343
0.321,4595.3937,3935.6877,3207.9643,-0.50529424,4.4168033,1.3014884,2.0558345,0.33470215,2.3871743,6.1422806,6.5435809,0.0059362815
0.322,4594.9474,3935.1824,3207.6845,-0.50527319,4.4147477,1.3011538,2.0555513,0.33466988,2.3869747,6.1420267,6.5447678,0.0059346322
0.323,4594.4994,3934.6772,3207.4035,-0.50525254,4.4126924,1.3008191,2.0552697,0.33463775,2.3867742,6.1417747,6.5459544,0.0059329863
0.324,4594.0498,3934.1719,3207.1215,-0.50523228,4.4106374,1.3004845,2.0549896,0.33460577,2.3865728,6.1415247,6.5471407,0.0059313439
0.325,4593.5986,3933.6667,3206.8385,-0.50521241,4.4085827,1.3001499,2.054711,0.33457393,2.3863705,6.1412766,6.5483266,0.0059297048
0.326,4593.1458,3933.1615,3206.5544,-0.50519291,4.4065283,1.2998154,2.0544339,0.33454222,2.3861674,6.1410304,6.5495122,0.005928069
0.327,4592.6915,3932.6563,3206.2693,-0.50517378,4.4044741,1.2994809,2.0541582,0.33451064,2.3859636,6.1407859,6.5506975,0.0059264364
0.328,4592.2357,3932.1511,3205.9832,-0.50515501,4.4024203,1.2991464,2.0538839,0.33447919,2.3857589,6.1405432,6.5518825,0.005924807
0.329,4591.7784,3931.6459,3205.6961,-0.50513659,4.4003667,1.298812,2.0536109,0.33444786,2.3855534,6.1403022,6.5530671,0.0059231806
0.33,4591.3197,3931.1408,3205.4082,-0.50511851,4.3983133,1.2984775,2.0533393,0.33441666,2.3853472,6.1400629,6.5542514,0.0059215574
0.331,4590.8597,3930.6357,3205.1193,-0.50510076,4.3962602,1.2981432,2.053069,0.33438557,2.3851402,6.1398252,6.5554354,0.005919937
0.332,4590.3983,3930.1306,3204.8295,-0.50508333,4.3942074,1.2978088,2.0527999,0.3343546,2.3849325,6.139589,6.5566191,0.0059183197
0.333,4589.9356,3929.6255,3204.5388,-0.50506623,4.3921549,1.2974745,2.052532,0.33432375,2.3847241,6.1393544,6.5578024,0.0059167052
0.334,4589.4716,3929.1204,3204.2474,-0.50504943,4.3901026,1.2971402,2.0522653,0.334293,2.384515,6.1391213,6.5589854,0.0059150935
0.335,4589.0063,3928.6154,3203.955,-0.50503294,4.3880506,1.2968059,2.0519998,0.33426237,2.3843053,6.1388897,6.5601681,0.0059134847
0.336,4588.5398,3928.1104,3203.6619,-0.50501675,4.3859989,1.2964717,2.0517354,0.33423184,2.3840949,6.1386595,6.5613505,0.0059118785
0.337,4588.0722,3927.6053,3203.368,-0.50500084,4.3839474,1.2961375,2.0514722,0.33420141,2.3838838,6.1384306,6.5625326,0.0059102751
0.338,4587.6033,3927.1003,3203.0733,-0.50498522,4.3818962,1.2958033,2.05121,0.33417108,2.3836721,6.1382031,6.5637143,0.0059086742
0.339,4587.1334,3926.5954,3202.7779,-0.50496987,4.3798453,1.2954692,2.0509488,0.33414085,2.3834599,6.1379769,6.5648957,0.005907076
0.34,4586.6623,3926.0904,3202.4818,-0.5049548,4.3777946,1.2951351,2.0506887,0.33411072,2.383247,6.137752,6.5660768,0.0059054804
0.341,4586.1902,3925.5854,3202.1849,-0.50493999,4.3757442,1.294801,2.0504296,0.33408068,2.3830335,6.1375284,6.5672576,0.0059038872
0.342,4585.717,3925.0805,3201.8873,-0.50492543,4.373694,1.2944669,2.0501715,0.33405072,2.3828195,6.1373059,6.568438,0.0059022965
0.343,4585.2427,3924.5756,3201.5891,-0.50491113,4.3716441,1.2941329,2.0499143,0.33402086,2.382605,6.1370846,6.5696182,0.0059007082
