Time,Altitude,Pressure,Velocity,Temperature,Events,Voltages
88.95,621.7207,1014.20,-15.71429,56.48, -,8.965384
89.00,621.7207,1014.20,-15.71429,56.48, -,8.965384
89.05,621.7207,1014.20,-13.09524,56.48, -,8.965384
89.10,618.9937,1014.30,-13.09524,56.48, -,8.965384
89.15,618.9937,1014.30,-13.09524,56.48, -,8.965384
89.20,618.9937,1014.30,-10.47619,56.48, -,8.965384
89.25,618.9937,1014.30,-10.47619,56.48, -,8.965384
89.30,618.9937,1014.30,-10.47619,56.48, -,8.965384
89.35,616.2651,1014.40,-10.47619,56.48, -,8.965384
89.40,616.2651,1014.40,-13.09524,56.48, -,8.965384
89.45,616.2651,1014.40,-10.47619,56.48, -,8.965384
89.50,613.5385,1014.50,-13.09524,56.48, -,8.965384
89.55,613.5385,1014.50,-13.09524,56.48, -,8.965384
89.60,613.5385,1014.50,-13.09524,56.48, -,8.965384
89.65,613.5385,1014.50,-13.09524,56.48, -,8.965384
89.70,610.8121,1014.60,-13.09524,56.48, -,8.965384
89.75,610.8121,1014.60,-13.09524,56.48, -,8.965384
89.80,610.8121,1014.60,-13.09524,56.48, -,8.965384
89.85,610.8121,1014.60,-13.09524,56.48, -,8.965384
89.90,608.0842,1014.70,-15.71429,56.48, -,8.965384
89.95,608.0842,1014.70,-13.09524,56.48, -,8.965384
90.00,605.3582,1014.80,-15.71429,56.48, -,8.965384
90.05,605.3582,1014.80,-15.71429,56.48, -,8.965384
90.10,605.3582,1014.80,-15.71429,56.48, -,8.965384
90.15,602.6308,1014.90,-15.71429,56.48, -,8.965384
90.20,602.6308,1014.90,-15.71429,56.48, -,8.965384
90.25,602.6308,1014.90,-15.71429,56.48, -,8.965384
90.30,599.9052,1015.00,-18.33333,56.48, -,8.965384
90.35,599.9052,1015.00,-18.33333,56.48, -,8.965384
90.40,599.9052,1015.00,-15.71429,56.48, -,8.965384
90.45,599.9052,1015.00,-15.71429,56.48, -,8.965384
90.50,597.1799,1015.10,-18.33333,56.48, -,8.965384
90.55,597.1799,1015.10,-15.71429,56.48, -,8.984831
90.60,597.1799,1015.10,-15.71429,56.48, -,8.984831
90.65,594.4531,1015.20,-18.33333,56.48, -,8.984831
90.70,594.4531,1015.20,-18.33333,56.48, -,8.984831
90.75,594.4531,1015.20,-15.71429,56.48, -,8.984831
90.80,594.4531,1015.20,-15.71429,56.48, -,8.984831
90.85,591.7282,1015.30,-18.28572,56.48, -,8.984831
90.90,591.7282,1015.30,-18.28572,56.48, -,8.984831
90.95,591.7282,1015.30,-15.66667,56.48, -,8.984831
91.00,589.0019,1015.40,-18.28572,56.48, -,8.984831
91.05,589.0019,1015.40,-15.66667,56.48, -,8.984831
91.10,589.0019,1015.40,-15.66667,56.48, -,8.984831
91.15,586.2774,1015.50,-18.23809,56.48, -,8.984831
91.20,586.2774,1015.50,-15.61905,56.48, -,8.984831
91.25,586.2774,1015.50,-15.61905,56.48, -,8.984831
91.30,586.2774,1015.50,-15.61905,56.48, -,8.984831
91.35,586.2774,1015.50,-13,56.48, -,8.984831
91.40,583.5532,1015.60,-15.57143,56.48, -,8.984831
91.45,583.5532,1015.60,-15.57143,56.48, -,8.984831
91.50,580.8275,1015.70,-18.19048,56.48, -,8.965384
91.55,580.8275,1015.70,-15.57143,56.48, -,8.965384
91.60,580.8275,1015.70,-15.57143,56.48, -,8.965384
91.65,580.8275,1015.70,-15.57143,56.48, -,8.965384
91.70,578.1036,1015.80,-15.52381,56.48, -,8.965384
91.75,578.1036,1015.80,-15.52381,56.48, -,8.965384
91.80,578.1036,1015.80,-15.52381,56.48, -,8.965384
91.85,578.1036,1015.80,-15.52381,56.48, -,8.965384
91.90,575.3784,1015.90,-15.57143,56.48, -,8.965384
91.95,575.3784,1015.90,-15.57143,56.48, -,8.965384
92.00,572.655,1016.00,-18.14286,56.48, -,8.965384
92.05,572.655,1016.00,-15.52381,56.48, -,8.965384
92.10,572.655,1016.00,-15.52381,56.48, -,8.965384
92.15,569.9318,1016.10,-18.09524,56.48, -,8.965384
92.20,569.9318,1016.10,-15.52381,56.48, -,8.965384
92.25,569.9318,1016.10,-15.52381,56.48, -,8.965384
92.30,567.2073,1016.20,-18.09524,56.48, -,8.965384
92.35,567.2073,1016.20,-18.09524,56.48, -,8.965384
92.40,567.2073,1016.20,-18.09524,56.48, -,8.965384
92.45,564.4845,1016.30,-18.09524,56.48, -,8.965384
92.50,564.4845,1016.30,-18.09524,56.48, -,8.965384
92.55,564.4845,1016.30,-15.47619,56.48, -,8.965384
92.60,564.4845,1016.30,-15.47619,56.48, -,8.965384
92.65,561.7604,1016.40,-18.04762,56.48, -,8.965384
92.70,561.7604,1016.40,-18.04762,56.48, -,8.965384
92.75,561.7604,1016.40,-15.47619,56.48, -,8.965384
92.80,559.038,1016.50,-18.04762,56.48, -,8.965384
92.85,559.038,1016.50,-18.04762,56.48, -,8.965384
92.90,559.038,1016.50,-18.04762,56.48, -,8.965384
92.95,559.038,1016.50,-15.42857,56.48, -,8.965384
93.00,559.038,1016.50,-15.42857,56.48, -,8.965384
93.05,556.316,1016.60,-15.42857,56.48, -,8.965384
93.10,559.038,1016.50,-12.85714,56.48, -,8.965384
93.15,556.316,1016.60,-15.42857,56.48, -,8.965384
93.20,556.316,1016.60,-12.85714,56.48, -,8.965384
93.25,556.316,1016.60,-12.85714,56.48, -,8.965384
93.30,553.5925,1016.70,-15.42857,56.48, -,8.965384
93.35,553.5925,1016.70,-12.85714,56.48, -,8.965384
93.40,553.5925,1016.70,-12.85714,56.48, -,8.965384
93.45,553.5925,1016.70,-12.85714,56.48, -,8.965384
93.50,553.5925,1016.70,-10.28571,56.48, -,8.965384
93.55,550.8708,1016.80,-12.85714,56.48, -,8.965384
93.60,548.1477,1016.90,-15.42857,56.48, -,8.965384
93.65,548.1477,1016.90,-15.42857,56.48, -,8.965384
93.70,545.4265,1017.00,-15.42857,56.48, -,8.965384
93.75,545.4265,1017.00,-15.42857,56.48, -,8.965384
93.80,542.7055,1017.10,-18,56.48, -,8.965384
93.85,542.7055,1017.10,-15.42857,56.48, -,8.965384
93.90,542.7055,1017.10,-15.42857,56.48, -,8.965384
93.95,542.7055,1017.10,-15.42857,56.48, -,8.965384
94.00,542.7055,1017.10,-15.42857,56.48, -,8.965384
94.05,542.7055,1017.10,-15.42857,56.48, -,8.965384
94.10,539.9831,1017.20,-15.42857,56.48, -,8.965384
94.15,539.9831,1017.20,-18,56.48, -,8.965384
94.20,537.2625,1017.30,-18,56.48, -,8.965384
94.25,537.2625,1017.30,-18,56.48, -,8.965384
94.30,537.2625,1017.30,-18,56.48, -,8.965384
94.35,534.5405,1017.40,-18,56.48, -,8.965384
94.40,534.5405,1017.40,-18,56.48, -,8.965384
94.45,531.8204,1017.50,-20.57143,56.48, -,8.965384
94.50,531.8204,1017.50,-20.57143,56.48, -,8.965384
94.55,531.8204,1017.50,-20.57143,56.48, -,0.369506
94.60,529.1005,1017.60,-20.57143,56.48, -,0.369506
94.65,529.1005,1017.60,-18,56.48, -,0.369506
94.70,529.1005,1017.60,-18,56.48, -,0.369506
94.75,529.1005,1017.60,-15.42857,56.48, -,0.369506
94.80,529.1005,1017.60,-15.42857,56.48, -,0.369506
94.85,529.1005,1017.60,-12.85714,56.48, -,0.369506
94.90,526.3792,1017.70,-15.42857,56.48, -,0.369506
94.95,526.3792,1017.70,-15.42857,56.48, -,0.369506
95.00,526.3792,1017.70,-15.42857,56.48, -,0.369506
95.05,526.3792,1017.70,-15.42857,56.48, -,0.369506
95.10,526.3792,1017.70,-15.42857,56.48, -,0.369506
95.15,523.6597,1017.80,-15.42857,56.48, -,0.369506
95.20,523.6597,1017.80,-15.42857,56.48, -,0.369506
95.25,520.9387,1017.90,-15.42857,56.48, -,0.369506
95.30,518.2197,1018.00,-18,56.48, -,0.369506
95.35,518.2197,1018.00,-18,56.48, -,0.369506
95.40,515.5009,1018.10,-18,56.48, -,0.369506
95.45,515.5009,1018.10,-18,56.48, -,0.369506
95.50,515.5009,1018.10,-15.42857,56.48, -,8.284714
95.55,515.5009,1018.10,-15.42857,56.48, -,8.284714
95.60,512.7806,1018.20,-18,56.48, -,8.284714
95.65,512.7806,1018.20,-15.42857,56.48, -,8.284714
95.70,512.7806,1018.20,-15.42857,56.48, -,8.284714
95.75,512.7806,1018.20,-15.42857,56.48, -,8.284714
95.80,510.0622,1018.30,-18,56.48, -,8.284714
95.85,510.0622,1018.30,-18,56.48, -,8.284714
95.90,507.3423,1018.40,-20.57143,56.48, -,8.284714
95.95,507.3423,1018.40,-18,56.48, -,8.284714
96.00,507.3423,1018.40,-18,56.48, -,8.284714
96.05,507.3423,1018.40,-18,56.48, -,8.284714
96.10,504.6244,1018.50,-20.57143,56.48, -,8.284714
96.15,507.3423,1018.40,-18,56.48, -,8.284714
96.20,507.3423,1018.40,-15.42857,56.48, -,8.284714
96.25,504.6244,1018.50,-18,56.48, -,8.284714
96.30,501.9066,1018.60,-18,56.48, -,8.284714
96.35,501.9066,1018.60,-15.42857,56.48, -,8.284714
96.40,501.9066,1018.60,-15.42857,56.48, -,8.284714
96.45,501.9066,1018.60,-12.85714,56.48, -,8.284714
96.50,501.9066,1018.60,-12.85714,56.48, -,8.284714
96.55,499.1874,1018.70,-15.42857,56.48, -,8.459743
96.60,499.1874,1018.70,-15.42857,56.48, -,8.459743
96.65,499.1874,1018.70,-12.85714,56.48, -,8.459743
96.70,496.4701,1018.80,-15.42857,56.48, -,8.459743
96.75,496.4701,1018.80,-15.42857,56.48, -,8.459743
96.80,496.4701,1018.80,-15.42857,56.48, -,8.459743
96.85,493.7514,1018.90,-15.42857,56.48, -,8.459743
96.90,493.7514,1018.90,-15.42857,56.48, -,8.459743
96.95,493.7514,1018.90,-12.85714,56.48, -,8.459743
97.00,491.0345,1019.00,-15.42857,56.48, -,8.459743
97.05,488.3178,1019.10,-18,56.48, Main,8.459743
97.10,488.3178,1019.10,-18,56.48, -,8.459743
97.15,488.3178,1019.10,-15.42857,56.48, -,8.459743
97.20,485.5997,1019.20,-20.57143,56.48, -,8.459743
97.25,485.5997,1019.20,-20.57143,56.48, -,8.459743
97.30,482.8835,1019.30,-20.57143,56.48, -,8.459743
97.35,482.8835,1019.30,-18,56.48, -,8.459743
97.40,480.1658,1019.40,-20.57143,56.48, -,8.459743
97.45,477.45,1019.50,-23.14286,56.48, -,8.459743
97.50,477.45,1019.50,-23.14286,56.48, -,8.556982
97.55,477.45,1019.50,-23.14286,56.48, -,8.556982
97.60,477.45,1019.50,-20.57143,56.48, -,8.556982
97.65,477.45,1019.50,-20.57143,56.48, -,8.556982
97.70,474.7344,1019.60,-23.14286,56.48, -,8.556982
97.75,474.7344,1019.60,-20.57143,56.48, -,8.556982
97.80,474.7344,1019.60,-20.57143,56.48, -,8.556982
97.85,474.7344,1019.60,-20.57143,56.48, -,8.556982
97.90,472.0174,1019.70,-20.57143,56.48, -,8.556982
97.95,472.0174,1019.70,-20.57143,56.48, -,8.556982
98.00,472.0174,1019.70,-20.57143,56.48, -,8.556982
98.05,474.7344,1019.60,-15.42857,56.48, -,8.556982
98.10,472.0174,1019.70,-15.42857,56.48, -,8.556982
98.15,469.3022,1019.80,-18,56.48, -,8.556982
98.20,469.3022,1019.80,-18,56.48, -,8.556982
98.25,466.5856,1019.90,-18,56.48, -,8.556982
98.30,466.5856,1019.90,-18,56.48, -,8.556982
98.35,466.5856,1019.90,-15.42857,56.48, -,8.556982
98.40,466.5856,1019.90,-15.42857,56.48, -,8.556982
98.45,466.5856,1019.90,-12.85714,56.48, -,8.556982
98.50,463.8709,1020.00,-12.85714,56.48, -,8.556982
98.55,463.8709,1020.00,-12.85714,56.48, -,8.615325
98.60,461.1564,1020.10,-15.42857,56.48, -,8.615325
98.65,461.1564,1020.10,-15.42857,56.48, -,8.615325
98.70,461.1564,1020.10,-15.42857,56.48, -,8.615325
98.75,461.1564,1020.10,-12.85714,56.48, -,8.615325
98.80,461.1564,1020.10,-12.85714,56.48, -,8.615325
98.85,458.4404,1020.20,-15.42857,56.48, -,8.615325
98.90,458.4404,1020.20,-15.42857,56.48, -,8.615325
98.95,458.4404,1020.20,-12.85714,56.48, -,8.615325
99.00,458.4404,1020.20,-12.85714,56.48, -,8.615325
99.05,455.7263,1020.30,-15.42857,56.48, -,8.615325
99.10,455.7263,1020.30,-18,56.48, -,8.615325
99.15,453.0108,1020.40,-18,56.48, -,8.615325
99.20,453.0108,1020.40,-15.42857,56.48, -,8.615325
99.25,450.2971,1020.50,-18,56.48, -,8.615325
99.30,450.2971,1020.50,-15.42857,56.48, -,8.615325
99.35,450.2971,1020.50,-15.42857,56.48, -,8.615325
99.40,447.5837,1020.60,-18,56.48, -,8.615325
99.45,447.5837,1020.60,-18,56.48, -,8.615325
99.50,444.8688,1020.70,-20.57143,56.48, -,8.654221
99.55,442.1559,1020.80,-20.57143,56.48, -,8.654221
99.60,439.4414,1020.90,-23.14286,56.48, -,8.654221
99.65,439.4414,1020.90,-20.57143,56.48, -,8.654221
99.70,439.4414,1020.90,-20.57143,56.48, -,8.654221
99.75,436.7288,1021.00,-23.14286,56.48, -,8.654221
99.80,436.7288,1021.00,-23.14286,56.48, -,8.654221
99.85,436.7288,1021.00,-23.14286,56.48, -,8.654221
99.90,436.7288,1021.00,-20.57143,56.48, -,8.654221
99.95,439.4414,1020.90,-18,56.48, -,8.654221
100.00,436.7288,1021.00,-20.57143,56.48, -,8.654221
100.05,436.7288,1021.00,-20.57143,56.48, -,8.654221
100.10,436.7288,1021.00,-18,56.48, -,8.654221
100.15,436.7288,1021.00,-18,56.48, -,8.654221
100.20,436.7288,1021.00,-15.42857,56.48, -,8.654221
100.25,434.0165,1021.10,-18,56.48, -,8.654221
100.30,434.0165,1021.10,-15.42857,56.48, -,8.654221
100.35,431.3027,1021.20,-18,56.48, -,8.654221
100.40,431.3027,1021.20,-18,56.48, -,8.654221
100.45,431.3027,1021.20,-15.42857,56.48, -,8.654221
100.50,428.5907,1021.30,-18,56.48, -,8.654221
100.55,428.5907,1021.30,-15.42857,56.48, -,8.673668
100.60,425.8774,1021.40,-15.42857,56.48, -,8.673668
100.65,425.8774,1021.40,-12.85714,56.48, -,8.673668
100.70,425.8774,1021.40,-12.85714,56.48, -,8.673668
100.75,425.8774,1021.40,-12.85714,56.48, -,8.673668
100.80,423.1659,1021.50,-12.85714,56.48, -,8.673668
100.85,423.1659,1021.50,-12.85714,56.48, -,8.673668
100.90,423.1659,1021.50,-12.85714,56.48, -,8.673668
100.95,423.1659,1021.50,-12.85714,56.48, -,8.673668
101.00,420.4546,1021.60,-18,56.48, -,8.673668
101.05,420.4546,1021.60,-15.42857,56.48, -,8.673668
101.10,420.4546,1021.60,-15.42857,56.48, -,8.673668
101.15,417.7419,1021.70,-18,56.48, -,8.673668
101.20,417.7419,1021.70,-18,56.48, -,8.673668
101.25,417.7419,1021.70,-18,56.48, -,8.673668
101.30,415.031,1021.80,-18,56.48, -,8.673668
101.35,415.031,1021.80,-18,56.48, -,8.673668
101.40,415.031,1021.80,-15.42857,56.48, -,8.673668
101.45,412.3187,1021.90,-18,56.48, -,8.673668
101.50,412.3187,1021.90,-18,56.48, -,8.712564
101.55,409.6083,1022.00,-18,56.48, -,8.712564
101.60,406.8981,1022.10,-20.57143,56.48, -,8.712564
101.65,409.6083,1022.00,-15.42857,56.48, -,8.712564
101.70,406.8981,1022.10,-18,56.48, -,8.712564
101.75,406.8981,1022.10,-18,56.48, -,8.712564
101.80,404.1864,1022.20,-20.57143,56.48, -,8.712564
101.85,404.1864,1022.20,-18,56.48, -,8.712564
101.90,404.1864,1022.20,-18,56.48, -,8.712564
101.95,404.1864,1022.20,-18,56.48, -,8.712564
102.00,401.4767,1022.30,-20.57143,56.48, -,8.712564
102.05,401.4767,1022.30,-18,56.48, -,8.712564
102.10,398.7654,1022.40,-20.57143,56.48, -,8.712564
102.15,398.7654,1022.40,-20.57143,56.48, -,8.712564
102.20,396.0561,1022.50,-20.57143,56.48, -,8.712564
102.25,396.0561,1022.50,-20.57143,56.48, -,8.712564
102.30,396.0561,1022.50,-20.57143,56.48, -,8.712564
102.35,393.347,1022.60,-20.57143,56.48, -,8.712564
102.40,393.347,1022.60,-20.57143,56.48, -,8.712564
102.45,393.347,1022.60,-20.57143,56.48, -,8.712564
102.50,390.6364,1022.70,-20.57143,56.48, -,8.712564
102.55,387.9277,1022.80,-23.14286,56.48, -,8.732011
102.60,385.2175,1022.90,-23.14286,56.48, -,8.732011
102.65,385.2175,1022.90,-20.57143,56.48, -,8.732011
102.70,385.2175,1022.90,-23.14286,56.48, -,8.732011
102.75,385.2175,1022.90,-20.57143,56.48, -,8.732011
102.80,385.2175,1022.90,-20.57143,56.48, -,8.732011
102.85,385.2175,1022.90,-18,56.48, -,8.732011
102.90,385.2175,1022.90,-18,56.48, -,8.732011
102.95,385.2175,1022.90,-18,56.48, -,8.732011
103.00,382.5092,1023.00,-20.57143,56.48, -,8.732011
103.05,382.5092,1023.00,-18,56.48, -,8.732011
103.10,382.5092,1023.00,-18,56.48, -,8.732011
103.15,379.8012,1023.10,-18,56.48, -,8.732011
103.20,379.8012,1023.10,-18,56.48, -,8.732011
103.25,379.8012,1023.10,-15.42857,56.48, -,8.732011
103.30,377.0917,1023.20,-18,56.48, -,8.732011
103.35,377.0917,1023.20,-18,56.48, -,8.732011
103.40,377.0917,1023.20,-15.42857,56.48, -,8.732011
103.45,374.384,1023.30,-18,56.48, -,8.732011
103.50,374.384,1023.30,-18,56.48, -,8.770906
103.55,374.384,1023.30,-15.42857,56.48, -,8.770906
103.60,374.384,1023.30,-12.85714,56.48, -,8.770906
103.65,371.675,1023.40,-12.85714,56.48, -,8.770906
103.70,368.9677,1023.50,-15.42857,56.48, -,8.770906
103.75,371.675,1023.40,-12.85714,56.48, -,8.770906
103.80,368.9677,1023.50,-15.42857,56.48, -,8.770906
103.85,368.9677,1023.50,-15.42857,56.48, -,8.770906
103.90,366.2607,1023.60,-18,56.48, -,8.770906
103.95,366.2607,1023.60,-18,56.48, -,8.770906
104.00,363.5523,1023.70,-20.57143,56.48, -,8.770906
104.05,363.5523,1023.70,-18,56.48, -,8.770906
104.10,363.5523,1023.70,-18,56.48, -,8.770906
104.15,360.8458,1023.80,-20.57143,56.48, -,8.770906
104.20,358.1378,1023.90,-20.57143,56.48, -,8.770906
104.25,358.1378,1023.90,-20.57143,56.48, -,8.770906
104.30,355.4316,1024.00,-23.14286,56.48, -,8.770906
104.35,352.7257,1024.10,-23.14286,56.48, -,8.770906
104.40,352.7257,1024.10,-23.14286,56.48, -,8.770906
104.45,355.4316,1024.00,-20.57143,56.48, -,8.770906
104.50,355.4316,1024.00,-18,56.48, -,8.770906
104.55,355.4316,1024.00,-18,56.48, -,8.751458
104.60,355.4316,1024.00,-18,56.48, -,8.751458
104.65,355.4316,1024.00,-18,56.48, -,8.751458
104.70,352.7257,1024.10,-18,56.48, -,8.751458
104.75,350.02,1024.20,-18,56.48, -,8.751458
104.80,350.02,1024.20,-20.57143,56.48, -,8.751458
104.85,350.02,1024.20,-18,56.48, -,8.751458
104.90,347.3112,1024.30,-20.57143,56.48, -,8.751458
104.95,347.3112,1024.30,-18,56.48, -,8.751458
105.00,347.3112,1024.30,-18,56.48, -,8.751458
105.05,344.6059,1024.40,-18,56.48, -,8.751458
105.10,344.6059,1024.40,-18,56.48, -,8.751458
105.15,344.6059,1024.40,-18,56.48, -,8.751458
105.20,344.6059,1024.40,-15.42857,56.48, -,8.751458
105.25,341.9008,1024.50,-15.42857,56.48, -,8.751458
105.30,341.9008,1024.50,-15.42857,56.48, -,8.751458
105.35,341.9008,1024.50,-12.85714,56.48, -,8.751458
105.40,341.9008,1024.50,-10.28571,56.48, -,8.751458
105.45,339.196,1024.60,-12.85714,56.48, -,8.751458
105.50,339.196,1024.60,-15.42857,56.48, -,8.770906
105.55,336.4913,1024.70,-18,56.48, -,8.770906
105.60,333.7836,1024.80,-20.57143,56.48, -,8.770906
105.65,333.7836,1024.80,-20.57143,56.48, -,8.770906
105.70,333.7836,1024.80,-20.57143,56.48, -,8.770906
105.75,333.7836,1024.80,-18,56.48, -,8.770906
105.80,331.0794,1024.90,-18,56.48, -,8.770906
105.85,328.3754,1025.00,-20.57143,56.48, -,8.770906
105.90,328.3754,1025.00,-20.57143,56.48, -,8.770906
105.95,325.6716,1025.10,-20.57143,56.48, -,8.770906
106.00,325.6716,1025.10,-20.57143,56.48, -,8.770906
106.05,322.968,1025.20,-23.14286,56.48, -,8.770906
106.10,320.2614,1025.30,-23.14286,56.48, -,8.770906
106.15,320.2614,1025.30,-23.14286,56.48, -,8.770906
106.20,320.2614,1025.30,-23.14286,56.48, -,8.770906
106.25,320.2614,1025.30,-23.14286,56.48, -,8.770906
106.30,317.5583,1025.40,-23.14286,56.48, -,8.770906
106.35,317.5583,1025.40,-23.14286,56.48, -,8.770906
106.40,314.8553,1025.50,-25.71428,56.48, -,8.770906
106.45,314.8553,1025.50,-25.71428,56.48, -,8.770906
106.50,314.8553,1025.50,-23.14286,56.48, -,8.770906
106.55,312.1526,1025.60,-25.71428,56.48, -,8.770906
106.60,309.4501,1025.70,-25.71428,56.48, -,8.770906
106.65,309.4501,1025.70,-23.14286,56.48, -,8.770906
106.70,309.4501,1025.70,-23.14286,56.48, -,8.770906
106.75,309.4501,1025.70,-23.14286,56.48, -,8.770906
106.80,309.4501,1025.70,-23.14286,56.48, -,8.770906
106.85,309.4501,1025.70,-20.57143,56.48, -,8.770906
106.90,309.4501,1025.70,-18,56.48, -,8.770906
106.95,309.4501,1025.70,-18,56.48, -,8.770906
107.00,306.7445,1025.80,-18,56.48, -,8.770906
107.05,306.7445,1025.80,-18,56.48, -,8.770906
107.10,306.7445,1025.80,-15.42857,56.48, -,8.770906
107.15,304.0424,1025.90,-15.42857,56.48, -,8.770906
107.20,304.0424,1025.90,-15.42857,56.48, -,8.770906
107.25,301.3405,1026.00,-18,56.48, -,8.770906
107.30,301.3405,1026.00,-18,56.48, -,8.770906
107.35,301.3405,1026.00,-15.42857,56.48, -,8.770906
107.40,298.6389,1026.10,-18,56.48, -,8.770906
107.45,298.6389,1026.10,-15.42857,56.48, -,8.770906
107.50,295.9375,1026.20,-18,56.48, -,8.790354
107.55,295.9375,1026.20,-18,56.48, -,8.790354
107.60,293.2329,1026.30,-18,56.48, -,8.790354
107.65,293.2329,1026.30,-15.42857,56.48, -,8.790354
107.70,293.2329,1026.30,-15.42857,56.48, -,8.790354
107.75,290.5319,1026.40,-18,56.48, -,8.790354
107.80,290.5319,1026.40,-18,56.48, -,8.790354
107.85,287.8311,1026.50,-20.57143,56.48, -,8.790354
107.90,287.8311,1026.50,-20.57143,56.48, -,8.790354
107.95,287.8311,1026.50,-20.57143,56.48, -,8.790354
108.00,285.1306,1026.60,-23.14286,56.48, -,8.790354
108.05,285.1306,1026.60,-20.57143,56.48, -,8.790354
108.10,285.1306,1026.60,-20.57143,56.48, -,8.790354
108.15,282.4302,1026.70,-23.14286,56.48, -,8.790354
108.20,282.4302,1026.70,-20.57143,56.48, -,8.790354
108.25,282.4302,1026.70,-20.57143,56.48, -,8.790354
108.30,279.7267,1026.80,-20.57143,56.48, -,8.790354
108.35,279.7267,1026.80,-20.57143,56.48, -,8.790354
108.40,277.0268,1026.90,-23.14286,56.48, -,8.790354
108.45,277.0268,1026.90,-20.57143,56.48, -,8.790354
108.50,274.327,1027.00,-23.14286,56.48, -,8.790354
108.55,274.327,1027.00,-20.57143,56.48, -,8.790354
108.60,274.327,1027.00,-20.57143,56.48, -,8.790354
108.65,271.6275,1027.10,-20.57143,56.48, -,8.790354
108.70,271.6275,1027.10,-20.57143,56.48, -,8.790354
108.75,271.6275,1027.10,-20.57143,56.48, -,8.790354
108.80,268.9282,1027.20,-20.57143,56.48, -,8.790354
108.85,268.9282,1027.20,-20.57143,56.48, -,8.790354
108.90,266.2258,1027.30,-20.57143,56.48, -,8.790354
108.95,266.2258,1027.30,-20.57143,56.48, -,8.790354
109.00,263.5269,1027.40,-23.14286,56.48, -,8.790354
109.05,263.5269,1027.40,-20.57143,56.48, -,8.790354
109.10,260.8283,1027.50,-23.14286,56.48, -,8.790354
109.15,260.8283,1027.50,-23.14286,56.48, -,8.790354
109.20,258.1298,1027.60,-23.14286,56.48, -,8.790354
109.25,258.1298,1027.60,-23.14286,56.48, -,8.790354
109.30,258.1298,1027.60,-23.14286,56.48, -,8.790354
109.35,255.4316,1027.70,-23.14286,56.48, -,8.790354
109.40,255.4316,1027.70,-23.14286,56.48, -,8.790354
109.45,255.4316,1027.70,-20.57143,56.48, -,8.790354
109.50,252.7302,1027.80,-23.14286,56.48, -,8.790354
109.55,252.7302,1027.80,-20.57143,56.48, -,8.790354
109.60,252.7302,1027.80,-20.57143,56.48, -,8.790354
109.65,252.7302,1027.80,-20.57143,56.48, -,8.790354
109.70,250.0324,1027.90,-20.57143,56.48, -,8.790354
109.75,250.0324,1027.90,-20.57143,56.48, -,8.790354
109.80,247.3348,1028.00,-23.14286,56.48, -,8.790354
109.85,247.3348,1028.00,-20.57143,56.48, -,8.790354
109.90,247.3348,1028.00,-20.57143,56.48, -,8.790354
109.95,247.3348,1028.00,-18,56.48, -,8.790354
110.00,244.6374,1028.10,-20.57143,56.48, -,8.790354
110.05,244.6374,1028.10,-18,56.48, -,8.790354
110.10,241.9402,1028.20,-20.57143,56.48, -,8.790354
110.15,241.9402,1028.20,-18,56.48, -,8.790354
110.20,241.9402,1028.20,-18,56.48, -,8.790354
110.25,239.24,1028.30,-18,56.48, -,8.790354
110.30,239.24,1028.30,-18,56.48, -,8.790354
110.35,236.5432,1028.40,-20.57143,56.48, -,8.790354
110.40,236.5432,1028.40,-18,56.48, -,8.790354
110.45,236.5432,1028.40,-18,56.48, -,8.790354
110.50,236.5432,1028.40,-18,56.48, -,8.790354
110.55,233.8467,1028.50,-18,56.48, -,8.809802
110.60,231.1503,1028.60,-20.57143,56.48, -,8.809802
110.65,231.1503,1028.60,-20.57143,56.48, -,8.809802
110.70,228.4542,1028.70,-23.14286,56.48, -,8.809802
110.75,228.4542,1028.70,-20.57143,56.48, -,8.809802
110.80,228.4542,1028.70,-20.57143,56.48, -,8.809802
110.85,228.4542,1028.70,-18,56.48, -,8.809802
110.90,225.755,1028.80,-20.57143,56.48, -,8.809802
110.95,225.755,1028.80,-20.57143,56.48, -,8.809802
111.00,225.755,1028.80,-20.57143,56.48, -,8.809802
111.05,225.755,1028.80,-18,56.48, -,8.809802
111.10,223.0593,1028.90,-20.57143,56.48, -,8.809802
111.15,220.3638,1029.00,-20.57143,56.48, -,8.809802
111.20,220.3638,1029.00,-20.57143,56.48, -,8.809802
111.25,217.6686,1029.10,-23.14286,56.48, -,8.809802
111.30,217.6686,1029.10,-20.57143,56.48, -,8.809802
111.35,214.9735,1029.20,-23.14286,56.48, -,8.809802
111.40,212.2754,1029.30,-23.14286,56.48, -,8.809802
111.45,212.2754,1029.30,-23.14286,56.48, -,8.809802
111.50,209.5807,1029.40,-25.71428,56.48, -,8.809802
111.55,206.8863,1029.50,-28.28572,56.48, -,8.809802
111.60,206.8863,1029.50,-25.71428,56.48, -,8.809802
111.65,206.8863,1029.50,-23.14286,56.48, -,8.809802
111.70,204.1921,1029.60,-25.71428,56.48, -,8.809802
111.75,201.4981,1029.70,-25.71428,56.48, -,8.809802
111.80,201.4981,1029.70,-25.71428,56.48, -,8.809802
111.85,201.4981,1029.70,-25.71428,56.48, -,8.809802
111.90,201.4981,1029.70,-25.71428,56.48, -,8.809802
111.95,198.801,1029.80,-25.71428,56.48, -,8.809802
112.00,198.801,1029.80,-25.71428,56.48, -,8.809802
