Time,Altitude,Pressure,Velocity,Temperature,Events,Voltages
24.65,1143.243,966.70,-43.19048,48.74, -,9.101517
24.70,1137.571,966.90,-40.47619,48.74, -,9.101517
24.75,1126.233,967.30,-43.19048,48.74, -,9.101517
24.80,1120.564,967.50,-40.47619,48.74, -,9.101517
24.85,1117.731,967.60,-40.47619,48.74, -,9.101517
24.90,1114.896,967.70,-43.19048,48.74, -,9.101517
24.95,1112.063,967.80,-43.19048,48.74, -,9.101517
25.00,1109.229,967.90,-45.90476,48.74, -,9.101517
25.05,1103.565,968.10,-51.28571,48.74, -,9.101517
25.10,1100.731,968.20,-56.71429,48.74, -,9.101517
25.15,1100.731,968.20,-51.33333,48.74, -,9.101517
25.20,1095.067,968.40,-51.33333,48.74, -,9.101517
25.25,1089.405,968.60,-51.33333,48.74, -,9.101517
25.30,1089.405,968.60,-51.33333,48.74, -,9.101517
25.35,1089.405,968.60,-48.61905,48.74, -,9.101517
25.40,1089.405,968.60,-48.61905,48.74, -,9.101517
25.45,1086.573,968.70,-48.61905,48.74, -,9.101517
25.50,1086.573,968.70,-48.61905,48.74, -,9.120965
25.55,1086.573,968.70,-45.90476,48.74, -,9.120965
25.60,1083.742,968.80,-51.33333,48.74, -,9.120965
25.65,1083.742,968.80,-56.71429,48.74, -,9.120965
25.70,1086.573,968.70,-54,48.74, -,9.120965
25.75,1086.573,968.70,-48.61905,48.74, -,9.120965
25.80,1083.742,968.80,-40.52381,48.74, -,9.120965
25.85,1078.081,969.00,-40.52381,48.74, -,9.120965
25.90,1072.42,969.20,-43.19048,48.74, -,9.120965
25.95,1069.591,969.30,-43.19048,48.74, -,9.120965
26.00,1072.42,969.20,-37.76191,48.74, -,9.120965
26.05,1072.42,969.20,-35.04762,48.74, -,9.120965
26.10,1075.251,969.10,-26.95238,48.74, -,9.120965
26.15,1072.42,969.20,-26.95238,48.74, -,9.120965
26.20,1063.932,969.50,-35.04762,48.74, -,9.120965
26.25,1052.616,969.90,-40.42857,48.74, -,9.120965
26.30,1046.961,970.10,-40.42857,48.74, -,9.120965
26.35,1046.961,970.10,-40.42857,48.74, -,9.120965
26.40,1044.132,970.20,-43.14286,48.74, -,9.120965
26.45,1041.305,970.30,-45.85714,48.74, -,9.120965
26.50,1041.305,970.30,-43.14286,48.74, -,9.120965
26.55,1038.477,970.40,-45.85714,48.56, -,9.120965
26.60,1041.305,970.30,-43.14286,48.56, -,9.120965
26.65,1044.132,970.20,-37.71429,48.56, -,9.120965
26.70,1044.132,970.20,-37.71429,48.56, -,9.120965
26.75,1046.961,970.10,-37.71429,48.56, -,9.120965
26.80,1044.132,970.20,-40.42857,48.56, -,9.120965
26.85,1035.651,970.50,-45.80952,48.56, -,9.120965
26.90,1032.825,970.60,-43.14286,48.56, -,9.120965
26.95,1032.825,970.60,-37.76191,48.56, -,9.120965
27.00,1032.825,970.60,-35.04762,48.56, -,9.120965
27.05,1032.825,970.60,-37.76191,48.56, -,9.120965
27.10,1021.519,971.00,-48.52381,48.56, -,9.120965
27.15,1013.044,971.30,-59.33333,48.56, -,9.120965
27.20,1007.394,971.50,-62,48.56, -,9.120965
27.25,1007.394,971.50,-53.90476,48.56, -,9.120965
27.30,1007.394,971.50,-43.14286,48.56, -,9.120965
27.35,1004.57,971.60,-40.42857,48.56, -,9.120965
27.40,1007.394,971.50,-37.76191,48.56, -,9.120965
27.45,1007.394,971.50,-35.04762,48.56, -,9.120965
27.50,1007.394,971.50,-32.33333,48.56, -,9.120965
27.55,1010.218,971.40,-29.66667,48.56, -,9.120965
27.60,1010.218,971.40,-26.95238,48.56, -,9.120965
27.65,1004.57,971.60,-35.04762,48.56, -,9.120965
27.70,1001.745,971.70,-40.47619,48.56, -,9.120965
27.75,1001.745,971.70,-40.47619,48.56, -,9.120965
27.80,998.9215,971.80,-45.85714,48.56, -,9.120965
27.85,998.9215,971.80,-43.14286,48.56, -,9.120965
27.90,993.274,972.00,-40.42857,48.56, -,9.120965
27.95,993.274,972.00,-37.71429,48.56, -,9.120965
28.00,993.274,972.00,-37.71429,48.56, -,9.120965
28.05,993.274,972.00,-37.71429,48.56, -,9.120965
28.10,996.0968,971.90,-35.04762,48.56, -,9.120965
28.15,990.4515,972.10,-29.66667,48.56, -,9.120965
28.20,987.6274,972.20,-24.23809,48.56, -,9.120965
28.25,984.8054,972.30,-21.52381,48.56, -,9.120965
28.30,987.6274,972.20,-18.85714,48.56, -,9.120965
28.35,987.6274,972.20,-18.85714,48.56, -,9.120965
28.40,981.9818,972.40,-21.57143,48.56, -,9.120965
28.45,970.695,972.80,-35,48.56, -,9.120965
28.50,962.232,973.10,-43.04762,48.56, -,9.120965
28.55,953.7693,973.40,-51.09524,48.56, -,9.101517
28.60,950.9501,973.50,-56.42857,48.56, -,9.101517
28.65,948.1311,973.60,-59.09524,48.56, -,9.101517
28.70,945.3106,973.70,-56.38095,48.56, -,9.101517
28.75,942.492,973.80,-56.33333,48.56, -,9.101517
28.80,942.492,973.80,-56.33333,48.56, -,9.101517
28.85,942.492,973.80,-53.66667,48.56, -,9.101517
28.90,942.492,973.80,-53.66667,48.56, -,9.101517
28.95,945.3106,973.70,-45.61905,48.56, -,9.101517
29.00,948.1311,973.60,-42.95238,48.56, -,9.101517
29.05,953.7693,973.40,-37.57143,48.56, -,9.101517
29.10,950.9501,973.50,-40.23809,48.56, -,9.101517
29.15,950.9501,973.50,-42.90476,48.56, -,9.101517
29.20,948.1311,973.60,-40.19048,48.56, -,9.101517
29.25,939.672,973.90,-45.57143,48.56, -,9.101517
29.30,934.036,974.10,-48.28571,48.56, -,9.101517
29.35,925.5804,974.40,-59,48.56, -,9.101517
29.40,922.7635,974.50,-61.66667,48.56, -,9.101517
29.45,919.9468,974.60,-58.95238,48.56, -,9.101517
29.50,919.9468,974.60,-48.19048,48.56, -,9.101517
29.55,917.1287,974.70,-42.80952,48.56, -,9.101517
29.60,917.1287,974.70,-34.76191,48.56, -,9.101517
29.65,917.1287,974.70,-32.09524,48.56, -,9.101517
29.70,917.1287,974.70,-29.42857,48.56, -,9.101517
29.75,917.1287,974.70,-26.76191,48.56, -,9.101517
29.80,911.4948,974.90,-29.47619,48.56, -,9.101517
29.85,905.8635,975.10,-34.85714,48.56, -,9.101517
29.90,905.8635,975.10,-34.85714,48.56, -,9.101517
29.95,903.0465,975.20,-37.52381,48.56, -,9.101517
30.00,903.0465,975.20,-40.19048,48.56, -,9.101517
30.05,900.2314,975.30,-45.52381,48.56, -,9.101517
30.10,900.2314,975.30,-50.90476,48.56, -,9.101517
30.15,894.6003,975.50,-53.61905,48.56, -,9.101517
30.20,886.1563,975.80,-61.66667,48.56, -,9.101517
30.25,877.7143,976.10,-67.04762,48.56, -,9.101517
30.30,874.8997,976.20,-61.66667,48.56, -,9.101517
30.35,872.087,976.30,-58.95238,48.56, -,9.101517
30.40,869.2728,976.40,-53.57143,48.56, -,9.101517
30.45,866.4605,976.50,-53.57143,48.56, -,9.101517
30.50,863.6485,976.60,-53.57143,48.56, -,9.101517
30.55,860.835,976.70,-56.23809,48.56, -,9.101517
30.60,863.6485,976.60,-50.90476,48.56, -,9.101517
30.65,863.6485,976.60,-50.90476,48.56, -,9.101517
30.70,863.6485,976.60,-50.90476,48.56, -,9.101517
30.75,860.835,976.70,-53.57143,48.56, -,9.101517
30.80,860.835,976.70,-53.57143,48.56, -,9.101517
30.85,860.835,976.70,-48.19048,48.56, -,9.101517
30.90,858.0234,976.80,-45.47619,48.56, -,9.101517
30.95,855.2104,976.90,-48.14286,48.56, -,9.101517
31.00,855.2104,976.90,-45.47619,48.56, -,9.101517
31.05,858.0234,976.80,-42.80952,48.56, -,9.101517
31.10,860.835,976.70,-37.47619,48.56, -,9.101517
31.15,866.4605,976.50,-32.09524,48.56, -,9.101517
31.20,863.6485,976.60,-29.38095,48.56, -,9.101517
31.25,860.835,976.70,-24,48.56, -,9.101517
31.30,855.2104,976.90,-21.28572,48.56, -,9.101517
31.35,846.7762,977.20,-26.66667,48.56, -,9.101517
31.40,841.1539,977.40,-29.33333,48.56, -,9.101517
31.45,838.344,977.50,-29.33333,48.56, -,9.101517
31.50,835.5343,977.60,-29.33333,48.56, -,9.101517
31.55,832.7231,977.70,-29.33333,48.56, -,9.101517
31.60,832.7231,977.70,-26.66667,48.56, -,9.101517
31.65,829.9139,977.80,-32,48.56, -,9.101517
31.70,827.1033,977.90,-34.66667,48.56, -,9.101517
31.75,821.486,978.10,-40,48.56, -,9.101517
31.80,815.8679,978.30,-42.66667,48.56, -,9.101517
31.85,815.8679,978.30,-42.66667,48.56, -,9.101517
31.90,813.0583,978.40,-45.33333,48.56, -,9.101517
31.95,810.2508,978.50,-45.33333,48.56, -,9.101517
32.00,807.4434,978.60,-45.33333,48.56, -,9.101517
32.05,804.6346,978.70,-48,48.56, -,9.101517
32.10,801.8277,978.80,-53.33333,48.56, -,9.101517
32.15,799.0193,978.90,-58.66667,48.56, -,9.101517
32.20,796.2129,979.00,-66.71429,48.56, -,9.101517
32.25,796.2129,979.00,-64.04762,48.56, -,9.101517
32.30,793.4067,979.10,-64.04762,48.56, -,9.101517
32.35,790.599,979.20,-61.38095,48.56, -,9.101517
32.40,787.7933,979.30,-56,48.56, -,9.101517
32.45,787.7933,979.30,-50.66667,48.56, -,9.101517
32.50,784.9861,979.40,-50.66667,48.56, -,9.101517
32.55,782.1808,979.50,-50.66667,48.56, -,9.120965
32.60,776.5693,979.70,-53.33333,48.56, -,9.120965
32.65,773.7647,979.80,-56,48.56, -,9.120965
32.70,770.9586,979.90,-56,48.56, -,9.120965
32.75,768.1545,980.00,-56,48.56, -,9.120965
32.80,768.1545,980.00,-50.66667,48.56, -,9.120965
32.85,768.1545,980.00,-45.33333,48.56, -,9.120965
32.90,762.5453,980.20,-50.66667,48.56, -,9.120965
32.95,762.5453,980.20,-48,48.56, -,9.120965
33.00,759.7419,980.30,-48,48.56, -,9.120965
33.05,754.134,980.50,-50.66667,48.56, -,9.120965
33.10,751.3313,980.60,-50.66667,48.56, -,9.120965
33.15,754.134,980.50,-45.33333,48.56, -,9.120965
33.20,756.937,980.40,-40,48.56, -,9.120965
33.25,759.7419,980.30,-34.66667,48.56, -,9.120965
33.30,756.937,980.40,-37.33333,48.56, -,9.120965
33.35,754.134,980.50,-37.33333,48.56, -,9.120965
33.40,742.9211,980.90,-45.33333,48.56, -,9.120965
33.45,737.3177,981.10,-48,48.56, -,9.120965
33.50,728.911,981.40,-56,48.56, -,9.120965
33.55,720.5081,981.70,-61.33333,48.56, -,9.120965
33.60,717.7081,981.80,-61.33333,48.56, -,9.120965
33.65,714.9067,981.90,-58.66667,48.56, -,9.120965
33.70,712.1072,982.00,-58.66667,48.56, -,9.120965
33.75,712.1072,982.00,-56,48.56, -,9.120965
33.80,712.1072,982.00,-53.33333,48.56, -,9.120965
33.85,714.9067,981.90,-50.66667,48.56, -,9.120965
33.90,712.1072,982.00,-53.33333,48.56, -,9.120965
33.95,712.1072,982.00,-48,48.56, -,9.120965
34.00,714.9067,981.90,-45.33333,48.56, -,9.120965
34.05,717.7081,981.80,-40,48.56, -,9.120965
34.10,717.7081,981.80,-34.66667,48.56, -,9.120965
34.15,712.1072,982.00,-37.33333,48.56, -,9.120965
34.20,703.7084,982.30,-48,48.56, -,9.120965
34.25,698.1099,982.50,-56,48.56, -,9.120965
34.30,695.3118,982.60,-61.33333,48.56, -,9.120965
34.35,689.7145,982.80,-64,48.56, -,9.120965
34.40,686.9154,982.90,-64,48.56, -,9.120965
34.45,684.1182,983.00,-56,48.56, -,9.120965
34.50,684.1182,983.00,-50.66667,48.56, -,9.120965
34.55,686.9154,982.90,-40,48.56, -,9.120965
34.60,684.1182,983.00,-34.66667,48.56, -,9.120965
34.65,684.1182,983.00,-32,48.56, -,9.120965
34.70,684.1182,983.00,-29.33333,48.56, -,9.120965
34.75,686.9154,982.90,-24,48.56, -,9.120965
34.80,681.3213,983.10,-29.33333,48.56, -,9.120965
34.85,684.1182,983.00,-26.66667,48.56, -,9.120965
34.90,681.3213,983.10,-32,48.56, -,9.120965
34.95,681.3213,983.10,-29.33333,48.56, -,9.120965
35.00,678.5229,983.20,-32,48.56, -,9.120965
35.05,675.7264,983.30,-37.33333,48.56, -,9.120965
35.10,672.9284,983.40,-42.66667,48.56, -,9.120965
35.15,667.3366,983.60,-48,48.56, -,9.120965
35.20,661.744,983.80,-48,48.56, -,9.120965
35.25,658.9472,983.90,-42.66667,48.56, -,9.120965
35.30,656.1523,984.00,-40,48.56, -,9.120965
35.35,653.3577,984.10,-40,48.56, -,9.120965
35.40,647.7673,984.30,-40,48.56, -,9.120965
35.45,644.9717,984.40,-40,48.56, -,9.120965
35.50,644.9717,984.40,-37.33333,48.56, -,9.120965
35.55,644.9717,984.40,-37.33333,48.56, -,9.120965
35.60,644.9717,984.40,-40,48.56, -,9.120965
35.65,644.9717,984.40,-37.33333,48.56, -,9.120965
35.70,639.3845,984.60,-42.66667,48.56, -,9.120965
35.75,628.2094,985.00,-53.33333,48.56, -,9.120965
35.80,625.4171,985.10,-58.66667,48.56, -,9.120965
35.85,622.6232,985.20,-56,48.56, -,9.120965
35.90,619.8313,985.30,-61.33333,48.56, -,9.120965
35.95,619.8313,985.30,-58.66667,48.56, -,9.120965
36.00,619.8313,985.30,-58.66667,48.56, -,9.120965
36.05,619.8313,985.30,-56,48.56, -,9.120965
36.10,622.6232,985.20,-50.66667,48.56, -,9.120965
36.15,622.6232,985.20,-48,48.56, -,9.120965
36.20,619.8313,985.30,-45.33333,48.56, -,9.120965
36.25,617.038,985.40,-42.66667,48.56, -,9.120965
36.30,617.038,985.40,-40,48.56, -,9.120965
36.35,614.2465,985.50,-40,48.56, -,9.120965
36.40,603.0797,985.90,-47.95238,48.56, -,9.120965
36.45,594.7078,986.20,-50.57143,48.56, -,9.120965
36.50,591.9182,986.30,-50.57143,48.56, -,9.120965
36.55,589.1271,986.40,-53.23809,48.56, -,9.120965
36.60,586.338,986.50,-55.90476,48.56, -,9.120965
36.65,589.1271,986.40,-53.23809,48.56, -,9.120965
36.70,586.338,986.50,-55.90476,48.56, -,9.120965
36.75,586.338,986.50,-50.57143,48.56, -,9.120965
36.80,583.5491,986.60,-42.57143,48.56, -,9.120965
36.85,580.7587,986.70,-42.57143,48.56, -,9.120965
36.90,583.5491,986.60,-37.23809,48.56, -,9.120965
36.95,586.338,986.50,-31.90476,48.56, -,9.120965
37.00,589.1271,986.40,-29.23809,48.56, -,9.120965
37.05,583.5491,986.60,-34.57143,48.56, -,9.120965
37.10,577.9703,986.80,-39.90476,48.56, -,9.120965
37.15,575.1804,986.90,-45.23809,48.56, -,9.120965
37.20,572.3923,987.00,-47.90476,48.56, -,9.120965
37.25,569.6046,987.10,-47.90476,48.56, -,9.120965
37.30,569.6046,987.10,-45.23809,48.56, -,9.120965
37.35,564.028,987.30,-50.57143,48.56, -,9.120965
37.40,561.2393,987.40,-50.57143,48.56, -,9.120965
37.45,555.6658,987.60,-45.23809,48.56, -,9.120965
37.50,552.8777,987.70,-39.95238,48.56, -,3.053287
37.55,550.0915,987.80,-39.95238,48.56, -,3.053287
37.60,544.5182,988.00,-42.57143,48.56, -,3.053287
37.65,538.9457,988.20,-45.19048,48.56, -,3.053287
37.70,536.1607,988.30,-50.52381,48.56, -,3.053287
37.75,536.1607,988.30,-47.85714,48.56, -,3.053287
37.80,533.3742,988.40,-50.52381,48.56, -,3.053287
37.85,533.3742,988.40,-47.85714,48.56, -,3.053287
37.90,536.1607,988.30,-42.52381,48.56, -,3.053287
37.95,538.9457,988.20,-42.52381,48.56, -,3.053287
38.00,536.1607,988.30,-47.85714,48.56, -,3.053287
38.05,538.9457,988.20,-47.85714,48.56, -,3.053287
38.10,538.9457,988.20,-42.52381,48.56, -,3.053287
38.15,533.3742,988.40,-42.47619,48.56, -,3.053287
38.20,525.0195,988.70,-47.76191,48.56, -,3.053287
38.25,519.4503,988.90,-50.38095,48.56, -,3.053287
38.30,516.6668,989.00,-50.38095,48.56, -,3.053287
38.35,511.0989,989.20,-55.66667,48.56, -,3.053287
38.40,508.3162,989.30,-53,48.56, -,3.053287
38.45,505.532,989.40,-53,48.56, -,3.053287
38.50,499.9677,989.60,-53,48.56, -,3.053287
38.55,494.4025,989.80,-55.61905,48.56, -,8.576429
38.60,491.6194,989.90,-55.61905,48.56, -,8.576429
38.65,491.6194,989.90,-50.33333,48.56, -,8.576429
38.70,491.6194,989.90,-45.04762,48.56, -,8.576429
38.75,491.6194,989.90,-42.38095,48.56, -,8.576429
38.80,491.6194,989.90,-42.38095,48.56, -,8.576429
38.85,488.8383,990.00,-42.38095,48.56, -,8.576429
38.90,486.0573,990.10,-45.04762,48.56, -,8.576429
38.95,486.0573,990.10,-47.71429,48.56, -,8.576429
39.00,483.275,990.20,-53.04762,48.56, -,8.576429
39.05,480.4945,990.30,-53.04762,48.56, -,8.576429
39.10,474.9325,990.50,-61,48.56, -,8.576429
39.15,469.3715,990.70,-66.28571,48.56, -,8.576429
39.20,466.5922,990.80,-63.66667,48.56, Main,8.576429
39.25,461.0325,991.00,-61,48.56, -,8.576429
39.30,455.4737,991.20,-61,48.56, -,8.576429
39.35,452.6955,991.30,-61,48.56, -,8.576429
39.40,449.9158,991.40,-58.38095,48.56, -,8.576429
39.45,449.9158,991.40,-55.71429,48.56, -,8.576429
39.50,449.9158,991.40,-53.04762,48.56, -,8.732011
39.55,449.9158,991.40,-47.76191,48.56, -,8.732011
39.60,449.9158,991.40,-42.47619,48.56, -,8.732011
39.65,449.9158,991.40,-39.80952,48.56, -,8.732011
39.70,444.3606,991.60,-45.09524,48.56, -,8.732011
39.75,441.5816,991.70,-47.76191,48.56, -,8.732011
39.80,438.8045,991.80,-50.42857,48.56, -,8.732011
39.85,433.2494,992.00,-55.71429,48.56, -,8.732011
39.90,427.6951,992.20,-58.33333,48.56, -,8.732011
39.95,424.9192,992.30,-58.33333,48.56, -,8.732011
40.00,422.1418,992.40,-61,48.56, -,8.732011
40.05,422.1418,992.40,-58.33333,48.56, -,8.732011
40.10,422.1418,992.40,-55.66667,48.56, -,8.732011
40.15,422.1418,992.40,-50.38095,48.56, -,8.732011
40.20,422.1418,992.40,-45.09524,48.56, -,8.732011
40.25,416.5911,992.60,-47.71429,48.56, -,8.732011
40.30,413.8144,992.70,-45.09524,48.56, -,8.732011
40.35,411.0396,992.80,-42.42857,48.56, -,8.732011
40.40,408.2633,992.90,-42.42857,48.56, -,8.732011
40.45,408.2633,992.90,-39.76191,48.56, -,8.732011
40.50,402.7148,993.10,-45.04762,48.56, -,8.732011
40.55,402.7148,993.10,-45.04762,48.56, -,8.790354
40.60,397.1656,993.30,-50.33333,48.56, -,8.790354
40.65,394.3904,993.40,-53,48.56, -,8.790354
40.70,391.6172,993.50,-55.61905,48.56, -,8.790354
40.75,391.6172,993.50,-50.33333,48.56, -,8.790354
40.80,391.6172,993.50,-47.66667,48.56, -,8.790354
40.85,388.8442,993.60,-47.61905,48.56, -,8.790354
40.90,386.0698,993.70,-44.95238,48.56, -,8.790354
40.95,383.2972,993.80,-42.28571,48.56, -,8.790354
41.00,383.2972,993.80,-39.61905,48.56, -,8.790354
41.05,377.7512,994.00,-42.23809,48.56, -,8.790354
41.10,374.9793,994.10,-44.85714,48.56, -,8.790354
41.15,369.4346,994.30,-50.14286,48.56, -,8.790354
41.20,366.6617,994.40,-52.76191,48.56, -,8.790354
41.25,366.6617,994.40,-52.76191,48.56, -,8.790354
41.30,363.8907,994.50,-50.09524,48.56, -,8.790354
41.35,366.6617,994.40,-44.80952,48.56, -,8.790354
41.40,363.8907,994.50,-44.80952,48.56, -,8.790354
41.45,361.12,994.60,-44.76191,48.56, -,8.790354
41.50,355.5775,994.80,-50.04762,48.56, -,8.868145
41.55,355.5775,994.80,-44.76191,48.56, -,8.868145
41.60,350.0359,995.00,-50.04762,48.56, -,8.868145
41.65,344.4953,995.20,-50.04762,48.56, -,8.868145
41.70,338.9555,995.40,-52.66667,48.56, -,8.868145
41.75,336.1868,995.50,-52.66667,48.56, -,8.868145
41.80,336.1868,995.50,-52.66667,48.56, -,8.868145
41.85,333.4183,995.60,-55.28571,48.56, -,8.868145
41.90,330.6484,995.70,-55.28571,48.56, -,8.868145
41.95,327.8804,995.80,-55.28571,48.56, -,8.868145
42.00,325.1109,995.90,-55.28571,48.56, -,8.868145
42.05,325.1109,995.90,-55.28571,48.56, -,8.868145
42.10,319.5759,996.10,-55.28571,48.56, -,8.868145
42.15,316.8071,996.20,-55.28571,48.56, -,8.868145
42.20,314.0402,996.30,-52.61905,48.56, -,8.868145
42.25,311.2719,996.40,-52.61905,48.56, -,8.868145
42.30,311.2719,996.40,-52.61905,48.56, -,8.868145
42.35,302.9715,996.70,-57.90476,48.56, -,8.868145
42.40,300.2057,996.80,-63.14286,48.56, -,8.868145
42.45,297.4385,996.90,-63.14286,48.56, -,8.868145
42.50,294.6731,997.00,-63.14286,48.56, -,8.868145
42.55,291.908,997.10,-60.47619,48.56, -,8.887592
42.60,291.908,997.10,-60.47619,48.56, -,8.887592
42.65,297.4385,996.90,-49.90476,48.56, -,8.887592
42.70,297.4385,996.90,-44.61905,48.56, -,8.887592
42.75,300.2057,996.80,-36.71429,48.56, -,8.887592
42.80,294.6731,997.00,-39.38095,48.56, -,8.887592
42.85,291.908,997.10,-42,48.56, -,8.887592
42.90,289.1414,997.20,-42,48.56, -,8.887592
42.95,286.3768,997.30,-42,48.56, -,8.887592
43.00,283.6107,997.40,-42,48.56, -,8.887592
43.05,280.8465,997.50,-42,48.56, -,8.887592
43.10,283.6107,997.40,-39.38095,48.56, -,8.887592
43.15,283.6107,997.40,-34.09524,48.56, -,8.887592
43.20,283.6107,997.40,-31.47619,48.56, -,8.887592
43.25,272.5535,997.80,-39.38095,48.56, -,8.887592
43.30,267.0255,998.00,-42.04762,48.56, -,8.887592
43.35,264.2626,998.10,-44.66667,48.56, -,8.887592
43.40,261.4983,998.20,-39.38095,48.56, -,8.887592
43.45,258.7358,998.30,-39.38095,48.56, -,8.887592
43.50,258.7358,998.30,-36.76191,48.56, -,8.926488
43.55,253.21,998.50,-39.42857,48.56, -,8.926488
43.60,247.6851,998.70,-42.04762,48.56, -,8.926488
43.65,247.6851,998.70,-42.04762,48.56, -,8.926488
43.70,244.9238,998.80,-49.95238,48.56, -,8.926488
43.75,247.6851,998.70,-47.33333,48.56, -,8.926488
43.80,247.6851,998.70,-49.95238,48.56, -,8.926488
43.85,250.4483,998.60,-42.04762,48.56, -,8.926488
43.90,244.9238,998.80,-44.66667,48.56, -,8.926488
43.95,236.6395,999.10,-49.95238,48.56, -,8.926488
44.00,225.5959,999.50,-57.85714,48.56, -,8.926488
44.05,220.0755,999.70,-60.47619,48.56, -,8.926488
44.10,220.0755,999.70,-57.85714,48.56, -,8.926488
44.15,217.3164,999.80,-63.09524,48.56, -,8.926488
44.20,217.3164,999.80,-63.09524,48.56, -,8.926488
44.25,220.0755,999.70,-60.47619,48.56, -,8.926488
44.30,220.0755,999.70,-49.95238,48.56, -,8.926488
44.35,217.3164,999.80,-47.28571,48.56, -,8.926488
44.40,217.3164,999.80,-44.66667,48.56, -,8.926488
44.45,214.5559,999.90,-44.66667,48.56, -,8.926488
44.50,217.3164,999.80,-39.42857,48.56, -,8.926488
44.55,217.3164,999.80,-39.42857,48.56, -,8.926488
44.60,220.0755,999.70,-31.52381,48.56, -,8.926488
44.65,217.3164,999.80,-28.90476,48.56, -,8.926488
44.70,209.0389,1000.10,-36.80952,48.56, -,8.926488
44.75,203.5211,1000.30,-39.42857,48.56, -,8.926488
44.80,195.2469,1000.60,-49.90476,48.56, -,8.926488
44.85,189.7314,1000.80,-55.14286,48.56, -,8.926488
44.90,186.9731,1000.90,-60.38095,48.56, -,8.926488
44.95,184.2167,1001.00,-57.76191,48.56, -,8.926488
45.00,181.4606,1001.10,-52.47619,48.56, -,8.926488
45.05,181.4606,1001.10,-41.95238,48.56, -,8.926488
45.10,181.4606,1001.10,-36.71429,48.56, -,8.926488
45.15,178.703,1001.20,-39.33333,48.56, -,8.926488
45.20,175.9473,1001.30,-39.33333,48.56, -,8.926488
45.25,175.9473,1001.30,-39.33333,48.56, -,8.926488
45.30,170.4348,1001.50,-47.19048,48.56, -,8.926488
45.35,170.4348,1001.50,-47.19048,48.56, -,8.926488
45.40,167.6798,1001.60,-47.19048,48.56, -,8.926488
45.45,162.1687,1001.80,-52.42857,48.56, -,8.926488
45.50,159.4126,1001.90,-52.42857,48.56, -,8.945935
45.55,156.6585,1002.00,-57.66667,48.56, -,8.945935
45.60,159.4126,1001.90,-55.04762,48.56, -,8.945935
45.65,156.6585,1002.00,-60.28571,48.56, -,8.945935
45.70,153.9045,1002.10,-60.28571,48.56, -,8.945935
45.75,148.3957,1002.30,-57.61905,48.56, -,8.945935
45.80,145.6407,1002.40,-55,48.56, -,8.945935
45.85,142.8877,1002.50,-49.76191,48.56, -,8.945935
45.90,142.8877,1002.50,-44.52381,48.56, -,8.945935
45.95,140.1349,1002.60,-44.52381,48.56, -,8.945935
46.00,137.3806,1002.70,-44.52381,48.56, -,8.945935
46.05,131.8744,1002.90,-47.14286,48.56, -,8.945935
46.10,129.1225,1003.00,-49.76191,48.56, -,8.945935
46.15,129.1225,1003.00,-49.76191,48.56, -,8.945935
46.20,126.3708,1003.10,-49.76191,48.56, -,8.945935
46.25,123.6176,1003.20,-49.76191,48.56, -,8.945935
46.30,118.1136,1003.40,-55,48.56, -,8.945935
46.35,115.3628,1003.50,-52.38095,48.56, -,8.945935
46.40,112.6122,1003.60,-55,48.56, -,8.945935
46.45,112.6122,1003.60,-52.38095,48.56, -,8.945935
46.50,109.8602,1003.70,-49.76191,48.56, -,8.945935
46.55,107.11,1003.80,-49.76191,48.56, -,8.945935
46.60,104.3584,1003.90,-49.76191,48.56, -,8.945935
46.65,101.6087,1004.00,-55,48.56, -,8.945935
46.70,98.85924,1004.10,-55,48.56, -,8.945935
46.75,98.85924,1004.10,-52.38095,48.56, -,8.945935
46.80,96.10829,1004.20,-49.76191,48.56, -,8.945935
46.85,93.35925,1004.30,-49.76191,48.56, -,8.945935
46.90,90.60876,1004.40,-49.76191,48.56, -,8.945935
46.95,87.86015,1004.50,-52.38095,48.56, -,8.945935
47.00,85.11178,1004.60,-52.38095,48.56, -,8.945935
47.05,85.11178,1004.60,-49.76191,48.56, -,8.945935
47.10,85.11178,1004.60,-44.52381,48.56, -,8.945935
47.15,82.36195,1004.70,-44.52381,48.56, -,8.945935
47.20,85.11178,1004.60,-41.90476,48.56, -,8.945935
47.25,82.36195,1004.70,-41.90476,48.56, -,8.945935
47.30,82.36195,1004.70,-39.28571,48.56, -,8.945935
47.35,82.36195,1004.70,-34.04762,48.56, -,8.945935
47.40,82.36195,1004.70,-31.42857,48.56, -,8.945935
47.45,79.61401,1004.80,-31.42857,48.56, -,8.945935
47.50,79.61401,1004.80,-31.42857,48.56, -,8.965384
47.55,79.61401,1004.80,-28.80952,48.56, -,8.965384
47.60,76.86462,1004.90,-28.80952,48.56, -,8.965384
47.65,71.36987,1005.10,-31.42857,48.56, -,8.965384
47.70,68.62114,1005.20,-31.42857,48.56, -,8.965384
47.75,65.87431,1005.30,-31.42857,48.56, -,8.965384
47.80,63.12603,1005.40,-34.04762,48.56, -,8.965384
47.85,57.63348,1005.60,-36.66667,48.56, -,8.965384
47.90,57.63348,1005.60,-34.04762,48.56, -,8.965384
47.95,54.88586,1005.70,-34.04762,48.56, -,8.965384
48.00,43.90263,1006.10,-41.90476,48.56, -,8.965384
48.05,30.1773,1006.60,-52.38095,48.56, -,8.965384
48.10,21.94341,1006.90,-60.23809,48.56, -,8.965384
