Iteration	CPUTime	PhysTime	Travels
1	10	0	0.0107777809
2	12	0	0.0215555617
3	14	0	0.0323333426
4	16	0	0.0431111234
5	17	0	0.0538889043
6	19	0	0.0646666851
7	21	0	0.075444466
8	23	0	0.0862222468
9	25	0	0.0970000277
10	28	0	0.107777809
11	30	0	0.118555589
12	32	0	0.12933337
13	33	0	0.140111151
14	35	0	0.150888932
15	37	0	0.161666713
16	39	0	0.172444494
17	41	0	0.183222275
18	42	0	0.194000055
19	44	0	0.204777836
20	46	0	0.215555617
21	48	0	0.226333398
22	50	0	0.237111179
23	52	0	0.24788896
24	54	0	0.258666741
25	56	0	0.269444521
26	58	0	0.280222302
27	60	0	0.291000083
28	62	0	0.301777864
29	64	0	0.312555645
30	66	0	0.323333426
31	68	0	0.334111206
32	70	0	0.344888987
33	72	0	0.355666768
34	74	0	0.366444549
35	75	0	0.37722233
36	78	0	0.388000111
37	80	0	0.398777892
38	82	0	0.409555672
39	84	0	0.420333453
40	86	0	0.431111234
41	88	0	0.441889015
42	89	0	0.452666796
43	91	0	0.463444577
44	93	0	0.474222358
45	95	0	0.485000138
46	97	0	0.495777919
47	99	0	0.5065557
48	101	0	0.517333481
49	102	0	0.528111262
50	104	0	0.538889043
51	106	0	0.549666824
52	108	0	0.560444604
53	109	0	0.571222385
54	111	0	0.582000166
55	113	0	0.592777947
56	115	0	0.603555728
57	117	0	0.614333509
58	119	0	0.62511129
59	120	0	0.63588907
60	122	0	0.646666851
61	124	0	0.657444632
62	126	0	0.668222413
63	128	0	0.679000194
64	129	0	0.689777975
65	131	0	0.700555756
66	133	0	0.711333536
67	134	0	0.722111317
68	136	0	0.732889098
69	138	0	0.743666879
70	140	0	0.75444466
71	141	0	0.765222441
72	143	0	0.776000222
73	145	0	0.786778002
74	146	0	0.797555783
75	148	0	0.808333564
76	150	0	0.819111345
77	152	0	0.829889126
78	153	0	0.840666907
79	155	0	0.851444687
80	157	0	0.862222468
81	158	0	0.873000249
82	160	0	0.88377803
83	162	0	0.894555811
84	163	0	0.905333592
85	165	0	0.916111373
86	167	0	0.926889153
87	168	0	0.937666934
88	170	0	0.948444715
89	172	0	0.959222496
90	173	0	0.970000277
91	175	0	0.980778058
92	177	0	0.991555839
93	179	0	1.00233362
