Iteration	CPUTime	PhysTime	Travels
1	1	0	0.0140513848
2	2	0	0.0281027697
3	3	0	0.0421541545
4	3	0	0.0562055393
5	4	0	0.0702569242
6	4	0	0.084308309
7	5	0	0.0983596938
8	5	0	0.112411079
9	6	0	0.126462463
10	6	0	0.140513848
11	7	0	0.154565233
12	8	0	0.168616618
13	8	0	0.182668003
14	9	0	0.196719388
15	9	0	0.210770772
16	10	0	0.224822157
17	10	0	0.238873542
18	11	0	0.252924927
19	11	0	0.266976312
20	12	0	0.281027697
21	13	0	0.295079081
22	13	0	0.309130466
23	14	0	0.323181851
24	14	0	0.337233236
25	15	0	0.351284621
26	15	0	0.365336006
27	16	0	0.37938739
28	16	0	0.393438775
29	17	0	0.40749016
30	18	0	0.421541545
31	18	0	0.43559293
32	19	0	0.449644315
33	19	0	0.463695699
34	20	0	0.477747084
35	20	0	0.491798469
36	21	0	0.505849854
37	22	0	0.519901239
38	22	0	0.533952624
39	23	0	0.548004008
40	23	0	0.562055393
41	24	0	0.576106778
42	25	0	0.590158163
43	25	0	0.604209548
44	26	0	0.618260933
45	26	0	0.632312317
46	27	0	0.646363702
47	28	0	0.660415087
48	28	0	0.674466472
49	29	0	0.688517857
50	29	0	0.702569242
51	30	0	0.716620626
52	30	0	0.730672011
53	31	0	0.744723396
54	32	0	0.758774781
55	32	0	0.772826166
56	33	0	0.786877551
57	33	0	0.800928935
58	34	0	0.81498032
59	35	0	0.829031705
60	35	0	0.84308309
61	36	0	0.857134475
62	36	0	0.87118586
63	37	0	0.885237244
64	38	0	0.899288629
65	38	0	0.913340014
66	39	0	0.927391399
67	39	0	0.941442784
68	40	0	0.955494169
69	40	0	0.969545553
70	41	0	0.983596938
71	42	0	0.997648323
72	42	0	1.01169971
73	43	0	1.02575109
74	43	0	1.03980248
75	44	0	1.05385386
76	45	0	1.06790525
77	45	0	1.08195663
78	46	0	1.09600802
79	47	0	1.1100594
80	47	0	1.12411079
81	48	0	1.13816217
82	48	0	1.15221356
83	49	0	1.16626494
84	49	0	1.18031633
85	50	0	1.19436771
86	51	0	1.2084191
87	51	0	1.22247048
88	52	0	1.23652187
89	52	0	1.25057325
90	53	0	1.26462463
91	53	0	1.27867602
92	54	0	1.2927274
93	55	0	1.30677879
94	55	0	1.32083017
95	56	0	1.33488156
96	56	0	1.34893294
97	57	0	1.36298433
98	57	0	1.37703571
99	58	0	1.3910871
100	58	0	1.40513848
101	59	0	1.41918987
102	60	0	1.43324125
103	61	0	1.44729264
104	61	0	1.46134402
105	62	0	1.47539541
106	62	0	1.48944679
