#version,serial,flight,call,time,state,state_name,acceleration,pressure,altitude,height,accel_speed,baro_speed,temperature,drogue_voltage,main_voltage,battery_voltage,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,tilt,pyro,igniter_a,igniter_b,igniter_c,igniter_d,connected,locked,nsat,latitude,longitude,altitude,year,month,day,hour,minute,second,pad_dist,pad_range,pad_az,pad_el,pdop,hdop,vdop,sat01,sat02,sat03,sat04,sat05,sat06,sat07,sat08,sat09,sat10,sat11,sat12,sat13,sat14,sat15,sat16,sat17,sat18,sat19,sat20,sat21,sat22,sat23,sat24,sat25,sat26,sat27,sat28,sat29,sat30,sat31,sat32
6, 4225, 1, Aether4,    -0.30, 3,   boost,   -0.54, 100584.00,   61.87,    0.08,   -0.00,   -0.00, 16.2, 4.10, 4.06, 4.12,  -9.86,  -0.16,   0.14,  -0.03,   0.06,  -0.12,  -0.07,   0.10,   0.97,   1.02, 4.12, 4.12, 0.00, 0.00, 0.00, 1, 1, 12,  43.1045784, -70.9943036,    35.0, 2018,  4, 13, 11, 24, 40,        0,        0,   0,   0,   1.3,   0.7,   1.1, 41,  0,  0,  0,  0,  0,  0,  0,  0, 35, 32, 35,  0, 35, 26,  0,  0, 39,  0, 34,  0,  0,  0, 35, 30,  0,  0,  0,  0,  0, 36,  0
6, 4225, 1, Aether4,    -0.29, 3,   boost,   -0.54, 100574.00,   62.70,    0.92,   -0.01,   -0.01, 16.2, 4.10, 4.06, 4.12,  -9.89,  -0.15,   0.11,   0.03,  -0.07,   0.07,  -0.07,   0.11,   0.97,   1.02, 4.12, 4.12, 0.00, 0.00, 0.00, 1, 1, 12,  43.1045784, -70.9943036,    35.0, 2018,  4, 13, 11, 24, 40,        0,        0,   0,   0,   1.3,   0.7,   1.1, 41,  0,  0,  0,  0,  0,  0,  0,  0, 35, 32, 35,  0, 35, 26,  0,  0, 39,  0, 34,  0,  0,  0, 35, 30,  0,  0,  0,  0,  0, 36,  0
6, 4225, 1, Aether4,    -0.28, 3,   boost,   -0.54, 100582.00,   62.03,    0.25,   -0.01,   -0.01, 16.2, 4.10, 4.06, 4.12,  -9.93,  -0.16,   0.10,  -0.09,  -0.01,   0.07,  -0.08,   0.11,   0.98,   1.02, 4.12, 4.12, 0.00, 0.00, 0.00, 1, 1, 12,  43.1045784, -70.9943036,    35.0, 2018,  4, 13, 11, 24, 40,        0,        0,   0,   0,   1.3,   0.7,   1.1, 41,  0,  0,  0,  0,  0,  0,  0,  0, 35, 32, 35,  0, 35, 26,  0,  0, 39,  0, 34,  0,  0,  0, 35, 30,  0,  0,  0,  0,  0, 36,  0
6, 4225, 1, Aether4,    -0.27, 3,   boost,   -0.54, 100593.00,   61.11,   -0.67,   -0.02,   -0.02, 16.2, 4.10, 4.06, 4.12,  -9.88,  -0.15,   0.09,  -0.15,   0.06,  -0.06,  -0.08,   0.11,   0.97,   1.02, 4.12, 4.12, 0.00, 0.00, 0.00, 1, 1, 12,  43.1045784, -70.9943036,    35.0, 2018,  4, 13, 11, 24, 40,        0,        0,   0,   0,   1.3,   0.7,   1.1, 41,  0,  0,  0,  0,  0,  0,  0,  0, 35, 32, 35,  0, 35, 26,  0,  0, 39,  0, 34,  0,  0,  0, 35, 30,  0,  0,  0,  0,  0, 36,  0
6, 4225, 1, Aether4,    -0.26, 3,   boost,   -0.54, 100578.00,   62.37,    0.59,   -0.02,   -0.02, 16.2, 4.10, 4.06, 4.12,  -9.88,  -0.14,   0.11,  -0.09,   0.06,   0.07,  -0.07,   0.11,   0.97,   1.02, 4.12, 4.12, 0.00, 0.00, 0.00, 1, 1, 12,  43.1045784, -70.9943036,    35.0, 2018,  4, 13, 11, 24, 40,        0,        0,   0,   0,   1.3,   0.7,   1.1, 41,  0,  0,  0,  0,  0,  0,  0,  0, 35, 32, 35,  0, 35, 26,  0,  0, 39,  0, 34,  0,  0,  0, 35, 30,  0,  0,  0,  0,  0, 36,  0
6, 4225, 1, Aether4,    -0.25, 3,   boost,   -0.54, 100589.00,   61.45,   -0.33,   -0.03,   -0.03, 16.2, 4.10, 4.06, 4.12,  -9.89,  -0.18,   0.05,  -0.09,  -0.13,  -0.06,  -0.08,   0.11,   0.98,   1.02, 4.12, 4.12, 0.00, 0.00, 0.00, 1, 1, 12,  43.1045784, -70.9943036,    35.0, 2018,  4, 13, 11, 24, 40,        0,        0,   0,   0,   1.3,   0.7,   1.1, 41,  0,  0,  0,  0,  0,  0,  0,  0, 35, 32, 35,  0, 35, 26,  0,  0, 39,  0, 34,  0,  0,  0, 35, 30,  0,  0,  0,  0,  0, 36,  0
6, 4225, 1, Aether4,    -0.24, 3,   boost,   -0.54, 100579.00,   62.28,    0.50,   -0.03,   -0.03, 16.2, 4.10, 4.06, 4.12,  -9.87,  -0.16,   0.09,  -0.15,   0.12,   0.01,  -0.07,   0.11,   0.97,   1.02, 4.12, 4.12, 0.00, 0.00, 0.00, 1, 1, 12,  43.1045784, -70.9943036,    35.0, 2018,  4, 13, 11, 24, 40,        0,        0,   0,   0,   1.3,   0.7,   1.1, 41,  0,  0,  0,  0,  0,  0,  0,  0, 35, 32, 35,  0, 35, 26,  0,  0, 39,  0, 34,  0,  0,  0, 35, 30,  0,  0,  0,  0,  0, 36,  0
6, 4225, 1, Aether4,    -0.23, 3,   boost,   -0.54, 100589.00,   61.45,   -0.33,   -0.04,   -0.04, 16.2, 4.10, 4.06, 4.12,  -9.87,  -0.15,   0.02,  -0.03,  -0.01,  -0.06,  -0.07,   0.11,   0.97,   1.02, 4.12, 4.12, 0.00, 0.00, 0.00, 1, 1, 12,  43.1045784, -70.9943036,    35.0, 2018,  4, 13, 11, 24, 40,        0,        0,   0,   0,   1.3,   0.7,   1.1, 41,  0,  0,  0,  0,  0,  0,  0,  0, 35, 32, 35,  0, 35, 26,  0,  0, 39,  0, 34,  0,  0,  0, 35, 30,  0,  0,  0,  0,  0, 36,  0
6, 4225, 1, Aether4,    -0.22, 3,   boost,   -0.54, 100579.00,   62.28,    0.50,   -0.04,   -0.04, 16.2, 4.10, 4.06, 4.12,  -9.90,  -0.14,   0.07,   0.03,   0.12,   0.01,  -0.08,   0.11,   0.97,   1.02, 4.12, 4.12, 0.00, 0.00, 0.00, 1, 1, 12,  43.1045784, -70.9943036,    35.0, 2018,  4, 13, 11, 24, 40,        0,        0,   0,   0,   1.3,   0.7,   1.1, 41,  0,  0,  0,  0,  0,  0,  0,  0, 35, 32, 35,  0, 35, 26,  0,  0, 39,  0, 34,  0,  0,  0, 35, 30,  0,  0,  0,  0,  0, 36,  0
6, 4225, 1, Aether4,    -0.21, 3,   boost,   -0.54, 100579.00,   62.28,    0.50,   -0.05,   -0.05, 16.2, 4.10, 4.06, 4.12,  -9.87,  -0.16,   0.09,  -0.03,  -0.01,  -0.06,  -0.07,   0.11,   0.97,   1.02, 4.12, 4.12, 0.00, 0.00, 0.00, 1, 1, 12,  43.1045784, -70.9943036,    35.0, 2018,  4, 13, 11, 24, 40,        0,        0,   0,   0,   1.3,   0.7,   1.1, 41,  0,  0,  0,  0,  0,  0,  0,  0, 35, 32, 35,  0, 35, 26,  0,  0, 39,  0, 34,  0,  0,  0, 35, 30,  0,  0,  0,  0,  0, 36,  0
6, 4225, 1, Aether4,    -0.20, 3,   boost,   -0.54, 100594.00,   61.03,   -0.75,   -0.05,   -0.05, 16.2, 4.10, 4.06, 4.12,  -9.85,  -0.15,   0.13,   0.03,   0.06,   0.01,  -0.07,   0.11,   0.98,   1.02, 4.12, 4.12, 0.00, 0.00, 0.00, 1, 1, 12,  43.1045784, -70.9943036,    35.0, 2018,  4, 13, 11, 24, 40,        0,        0,   0,   0,   1.3,   0.7,   1.1, 41,  0,  0,  0,  0,  0,  0,  0,  0, 35, 32, 35,  0, 35, 26,  0,  0, 39,  0, 34,  0,  0,  0, 35, 30,  0,  0,  0,  0,  0, 36,  0
6, 4225, 1, Aether4,    -0.19, 3,   boost,   -0.54, 100585.00,   61.78,    0.00,   -0.06,   -0.06, 16.2, 4.10, 4.06, 4.12,  -9.88,  -0.17,   0.11,   0.03,  -0.07,  -0.12,  -0.08,   0.11,   0.98,   1.02, 4.12, 4.12, 0.00, 0.00, 0.00, 1, 1, 12,  43.1045784, -70.9943036,    35.0, 2018,  4, 13, 11, 24, 40,        0,        0,   0,   0,   1.3,   0.7,   1.1, 41,  0,  0,  0,  0,  0,  0,  0,  0, 35, 32, 35,  0, 35, 26,  0,  0, 39,  0, 34,  0,  0,  0, 35, 30,  0,  0,  0,  0,  0, 36,  0
6, 4225, 1, Aether4,    -0.18, 3,   boost,   -0.54, 100591.00,   61.28,   -0.50,   -0.06,   -0.06, 16.2, 4.10, 4.06, 4.12,  -9.92,  -0.15,   0.12,  -0.09,   0.06,  -0.06,  -0.08,   0.11,   0.98,   1.02, 4.12, 4.12, 0.00, 0.00, 0.00, 1, 1, 12,  43.1045784, -70.9943036,    35.0, 2018,  4, 13, 11, 24, 40,        0,        0,   0,   0,   1.3,   0.7,   1.1, 41,  0,  0,  0,  0,  0,  0,  0,  0, 35, 32, 35,  0, 35, 26,  0,  0, 39,  0, 34,  0,  0,  0, 35, 30,  0,  0,  0,  0,  0, 36,  0
6, 4225, 1, Aether4,    -0.17, 3,   boost,   -0.54, 100593.00,   61.11,   -0.67,   -0.07,   -0.07, 16.2, 4.10, 4.06, 4.12,  -9.88,  -0.16,   0.13,  -0.03,  -0.01,  -0.06,  -0.08,   0.11,   0.99,   1.02, 4.12, 4.12, 0.00, 0.00, 0.00, 1, 1, 12,  43.1045784, -70.9943036,    35.0, 2018,  4, 13, 11, 24, 40,        0,        0,   0,   0,   1.3,   0.7,   1.1, 41,  0,  0,  0,  0,  0,  0,  0,  0, 35, 32, 35,  0, 35, 26,  0,  0, 39,  0, 34,  0,  0,  0, 35, 30,  0,  0,  0,  0,  0, 36,  0
6, 4225, 1, Aether4,    -0.16, 3,   boost,   -0.54, 100582.00,   62.03,    0.25,   -0.08,   -0.08, 16.2, 4.10, 4.06, 4.12,  -9.84,  -0.17,   0.12,   0.03,  -0.01,  -0.06,  -0.08,   0.11,   0.98,   1.02, 4.12, 4.12, 0.00, 0.00, 0.00, 1, 1, 12,  43.1045784, -70.9943036,    35.0, 2018,  4, 13, 11, 24, 40,        0,        0,   0,   0,   1.3,   0.7,   1.1, 41,  0,  0,  0,  0,  0,  0,  0,  0, 35, 32, 35,  0, 35, 26,  0,  0, 39,  0, 34,  0,  0,  0, 35, 30,  0,  0,  0,  0,  0, 36,  0
6, 4225, 1, Aether4,    -0.15, 3,   boost,   -0.54, 100581.00,   62.12,    0.33,   -0.08,   -0.08, 16.2, 4.10, 4.06, 4.12,  -9.89,  -0.15,   0.07,  -0.09,  -0.01,  -0.06,  -0.08,   0.11,   0.98,   1.02, 4.12, 4.12, 0.00, 0.00, 0.00, 1, 1, 12,  43.1045784, -70.9943036,    35.0, 2018,  4, 13, 11, 24, 40,        0,        0,   0,   0,   1.3,   0.7,   1.1, 41,  0,  0,  0,  0,  0,  0,  0,  0, 35, 32, 35,  0, 35, 26,  0,  0, 39,  0, 34,  0,  0,  0, 35, 30,  0,  0,  0,  0,  0, 36,  0
6, 4225, 1, Aether4,    -0.14, 3,   boost,   -0.54, 100600.00,   60.53,   -1.26,   -0.09,   -0.09, 16.2, 4.10, 4.06, 4.12,  -9.87,  -0.14,   0.06,  -0.15,  -0.01,   0.13,  -0.08,   0.11,   0.99,   1.02, 4.12, 4.12, 0.00, 0.00, 0.00, 1, 1, 12,  43.1045784, -70.9943036,    35.0, 2018,  4, 13, 11, 24, 40,        0,        0,   0,   0,   1.3,   0.7,   1.1, 41,  0,  0,  0,  0,  0,  0,  0,  0, 35, 32, 35,  0, 35, 26,  0,  0, 39,  0, 34,  0,  0,  0, 35, 30,  0,  0,  0,  0,  0, 36,  0
6, 4225, 1, Aether4,    -0.13, 3,   boost,   -0.54, 100591.00,   61.28,   -0.50,   -0.09,   -0.09, 16.2, 4.10, 4.06, 4.12,  -9.91,  -0.19,   0.08,  -0.15,  -0.07,   0.01,  -0.08,   0.11,   0.98,   1.02, 4.12, 4.12, 0.00, 0.00, 0.00, 1, 1, 12,  43.1045784, -70.9943036,    35.0, 2018,  4, 13, 11, 24, 40,        0,        0,   0,   0,   1.3,   0.7,   1.1, 41,  0,  0,  0,  0,  0,  0,  0,  0, 35, 32, 35,  0, 35, 26,  0,  0, 39,  0, 34,  0,  0,  0, 35, 30,  0,  0,  0,  0,  0, 36,  0
6, 4225, 1, Aether4,    -0.12, 3,   boost,   -0.54, 100586.00,   61.70,   -0.08,   -0.09,   -0.09, 16.2, 4.10, 4.06, 4.12,  -9.88,  -0.14,   0.09,  -0.15,  -0.01,   0.01,  -0.08,   0.11,   0.98,   1.02, 4.12, 4.12, 0.00, 0.00, 0.00, 1, 1, 12,  43.1045784, -70.9943036,    35.0, 2018,  4, 13, 11, 24, 40,        0,        0,   0,   0,   1.3,   0.7,   1.1, 41,  0,  0,  0,  0,  0,  0,  0,  0, 35, 32, 35,  0, 35, 26,  0,  0, 39,  0, 34,  0,  0,  0, 35, 30,  0,  0,  0,  0,  0, 36,  0
6, 4225, 1, Aether4,    -0.11, 3,   boost,   -0.54, 100582.00,   62.03,    0.25,   -0.08,   -0.08, 16.2, 4.10, 4.06, 4.12,  -9.87,  -0.14,   0.03,  -0.27,   0.12,  -0.12,  -0.09,   0.11,   0.98,   1.02, 4.12, 4.12, 0.00, 0.00, 0.00, 1, 1, 12,  43.1045784, -70.9943036,    35.0, 2018,  4, 13, 11, 24, 40,        0,        0,   0,   0,   1.3,   0.7,   1.1, 41,  0,  0,  0,  0,  0,  0,  0,  0, 35, 32, 35,  0, 35, 26,  0,  0, 39,  0, 34,  0,  0,  0, 35, 30,  0,  0,  0,  0,  0, 36,  0
6, 4225, 1, Aether4,    -0.10, 3,   boost,   -0.54, 100584.00,   61.87,    0.08,   -0.03,   -0.03, 16.2, 4.10, 4.06, 4.12,  -9.87,  -0.14,   0.16,  -0.33,  -0.01,   0.07,  -0.07,   0.11,   0.97,   1.02, 4.12, 4.12, 0.00, 0.00, 0.00, 1, 1, 12,  43.1045784, -70.9943036,    35.0, 2018,  4, 13, 11, 24, 40,        0,        0,   0,   0,   1.3,   0.7,   1.1, 41,  0,  0,  0,  0,  0,  0,  0,  0, 35, 32, 35,  0, 35, 26,  0,  0, 39,  0, 34,  0,  0,  0, 35, 30,  0,  0,  0,  0,  0, 36,  0
6, 4225, 1, Aether4,    -0.09, 3,   boost,    5.39, 100591.00,   61.28,   -0.50,    0.08,    0.08, 16.2, 4.10, 4.06, 4.12,  -9.91,  -0.18,   0.13,  -0.27,  -0.13,   0.13,  -0.07,   0.11,   0.97,   1.02, 4.12, 4.12, 0.00, 0.00, 0.00, 1, 1, 12,  43.1045784, -70.9943036,    35.0, 2018,  4, 13, 11, 24, 40,        0,        0,   0,   0,   1.3,   0.7,   1.1, 41,  0,  0,  0,  0,  0,  0,  0,  0, 35, 32, 35,  0, 35, 26,  0,  0, 39,  0, 34,  0,  0,  0, 35, 30,  0,  0,  0,  0,  0, 36,  0
6, 4225, 1, Aether4,    -0.08, 3,   boost,   14.55, 100589.00,   61.45,   -0.33,    0.28,    0.28, 16.2, 4.10, 4.06, 4.12, -10.39,  -0.13,   0.14,  -0.76,  -0.01,   0.01,  -0.09,   0.11,   0.99,   1.02, 4.12, 4.12, 0.00, 0.00, 0.00, 1, 1, 12,  43.1045784, -70.9943036,    35.0, 2018,  4, 13, 11, 24, 40,        0,        0,   0,   0,   1.3,   0.7,   1.1, 41,  0,  0,  0,  0,  0,  0,  0,  0, 35, 32, 35,  0, 35, 26,  0,  0, 39,  0, 34,  0,  0,  0, 35, 30,  0,  0,  0,  0,  0, 36,  0
6, 4225, 1, Aether4,    -0.07, 3,   boost,   52.81, 100604.00,   60.19,   -1.59,    0.61,    0.61, 16.2, 4.10, 4.06, 4.12, -27.74,   0.64,   2.65,   6.14,  -0.37,   0.80,  -0.07,   0.12,   0.99,   1.02, 4.12, 4.12, 0.00, 0.00, 0.00, 1, 1, 12,  43.1045784, -70.9943036,    35.0, 2018,  4, 13, 11, 24, 40,        0,        0,   0,   0,   1.3,   0.7,   1.1, 41,  0,  0,  0,  0,  0,  0,  0,  0, 35, 32, 35,  0, 35, 26,  0,  0, 39,  0, 34,  0,  0,  0, 35, 30,  0,  0,  0,  0,  0, 36,  0
6, 4225, 1, Aether4,    -0.06, 3,   boost,   56.04, 100598.00,   60.69,   -1.09,    1.05,    1.05, 16.2, 4.10, 4.06, 4.12, -57.83,  -2.30,   9.99,   0.15,  -7.21,   4.16,  -0.07,   0.11,   0.98,   1.02, 4.12, 4.12, 0.00, 0.00, 0.00, 1, 1, 12,  43.1045784, -70.9943036,    35.0, 2018,  4, 13, 11, 24, 40,        0,        0,   0,   0,   1.3,   0.7,   1.1, 41,  0,  0,  0,  0,  0,  0,  0,  0, 35, 32, 35,  0, 35, 26,  0,  0, 39,  0, 34,  0,  0,  0, 35, 30,  0,  0,  0,  0,  0, 36,  0
6, 4225, 1, Aether4,    -0.05, 3,   boost,   63.05, 100583.00,   61.95,    0.17,    1.59,    1.59, 16.2, 4.10, 4.06, 4.12, -68.50,  -2.27,   2.06,   5.04,  -0.19,   3.85,  -0.08,   0.11,   0.98,   1.02, 4.12, 4.12, 0.00, 0.00, 0.00, 1, 1, 12,  43.1045784, -70.9943036,    35.0, 2018,  4, 13, 11, 24, 40,        0,        0,   0,   0,   1.3,   0.7,   1.1, 41,  0,  0,  0,  0,  0,  0,  0,  0, 35, 32, 35,  0, 35, 26,  0,  0, 39,  0, 34,  0,  0,  0, 35, 30,  0,  0,  0,  0,  0, 36,  0
6, 4225, 1, Aether4,    -0.04, 3,   boost,   67.90, 100586.00,   61.70,   -0.08,    2.20,    2.20, 16.2, 4.10, 4.06, 4.12, -73.76,  -3.91,  -3.77,   5.95,   2.62,  -1.03,  -0.08,   0.11,   0.98,   1.02, 4.12, 4.12, 0.00, 0.00, 0.00, 1, 1, 12,  43.1045784, -70.9943036,    35.0, 2018,  4, 13, 11, 24, 40,        0,        0,   0,   0,   1.3,   0.7,   1.1, 41,  0,  0,  0,  0,  0,  0,  0,  0, 35, 32, 35,  0, 35, 26,  0,  0, 39,  0, 34,  0,  0,  0, 35, 30,  0,  0,  0,  0,  0, 36,  0
6, 4225, 1, Aether4,    -0.03, 3,   boost,   70.05, 100589.00,   61.45,   -0.33,    2.86,    2.86, 16.2, 4.10, 4.06, 4.12, -79.15,   0.68,   3.00,   6.50,   4.02,   0.13,  -0.08,   0.12,   0.98,   1.02, 4.12, 4.12, 0.00, 0.00, 0.00, 1, 1, 12,  43.1045784, -70.9943036,    35.0, 2018,  4, 13, 11, 24, 40,        0,        0,   0,   0,   1.3,   0.7,   1.1, 41,  0,  0,  0,  0,  0,  0,  0,  0, 35, 32, 35,  0, 35, 26,  0,  0, 39,  0, 34,  0,  0,  0, 35, 30,  0,  0,  0,  0,  0, 36,  0
6, 4225, 1, Aether4,    -0.02, 3,   boost,   71.67, 100581.00,   62.12,    0.33,    3.55,    3.55, 16.2, 4.10, 4.06, 4.12, -81.14,   0.29,  -0.73,  -0.58,   8.11,  -0.18,  -0.08,   0.11,   0.98,   1.02, 4.12, 4.12, 0.00, 0.00, 0.00, 1, 1, 12,  43.1045784, -70.9943036,    35.0, 2018,  4, 13, 11, 24, 40,        0,        0,   0,   0,   1.3,   0.7,   1.1, 41,  0,  0,  0,  0,  0,  0,  0,  0, 35, 32, 35,  0, 35, 26,  0,  0, 39,  0, 34,  0,  0,  0, 35, 30,  0,  0,  0,  0,  0, 36,  0
6, 4225, 1, Aether4,    -0.01, 3,   boost,   67.90, 100590.00,   61.36,   -0.42,    4.25,    4.25, 16.2, 4.10, 4.06, 4.12, -81.67,   0.23,  -1.05,  -7.66,   5.30,  -2.50,  -0.07,   0.11,   0.98,   1.02, 4.12, 4.12, 0.00, 0.00, 0.00, 1, 1, 12,  43.1045784, -70.9943036,    35.0, 2018,  4, 13, 11, 24, 40,        0,        0,   0,   0,   1.3,   0.7,   1.1, 41,  0,  0,  0,  0,  0,  0,  0,  0, 35, 32, 35,  0, 35, 26,  0,  0, 39,  0, 34,  0,  0,  0, 35, 30,  0,  0,  0,  0,  0, 36,  0
6, 4225, 1, Aether4,     0.00, 3,   boost,   71.13, 100561.00,   63.79,    2.01,    4.96,    4.96, 16.2, 4.10, 4.06, 4.12, -77.52,  -1.55,   0.57, -17.36,   4.27,  -2.19,  -0.08,   0.11,   0.97,   1.02, 4.12, 4.12, 0.00, 0.00, 0.00, 1, 1, 12,  43.1045784, -70.9943036,    35.0, 2018,  4, 13, 11, 24, 40,        0,        0,   0,   0,   1.3,   0.7,   1.1, 41,  0,  0,  0,  0,  0,  0,  0,  0, 35, 32, 35,  0, 35, 26,  0,  0, 39,  0, 34,  0,  0,  0, 35, 30,  0,  0,  0,  0,  0, 36,  0
6, 4225, 1, Aether4,     0.00, 3,   boost,   71.13, 100561.00,   63.79,    2.01,    4.96,    4.96, 16.2, 4.10, 4.06, 4.12, -77.52,  -1.55,   0.57, -17.36,   4.27,  -2.19,  -0.08,   0.11,   0.97,   1.02, 4.12, 4.12, 0.00, 0.00, 0.00, 1, 1, 12,  43.1045784, -70.9943036,    35.0, 2018,  4, 13, 11, 24, 40,        0,        0,   0,   0,   1.3,   0.7,   1.1, 41,  0,  0,  0,  0,  0,  0,  0,  0, 35, 32, 35,  0, 35, 26,  0,  0, 39,  0, 34,  0,  0,  0, 35, 30,  0,  0,  0,  0,  0, 36,  0
6, 4225, 1, Aether4,     0.00, 3,   boost,   71.13, 100561.00,   63.79,    2.01,    4.96,    4.96, 16.2, 4.10, 4.06, 4.12, -77.52,  -1.55,   0.57, -17.36,   4.27,  -2.19,  -0.08,   0.11,   0.97,   1.02, 4.12, 4.12, 0.00, 0.00, 0.00, 1, 1, 12,  43.1045784, -70.9943036,    35.0, 2018,  4, 13, 11, 24, 40,        0,        0,   0,   0,   1.3,   0.7,   1.1, 41,  0,  0,  0,  0,  0,  0,  0,  0, 35, 32, 35,  0, 35, 26,  0,  0, 39,  0, 34,  0,  0,  0, 35, 30,  0,  0,  0,  0,  0, 36,  0
6, 4225, 1, Aether4,     0.00, 3,   boost,   71.13, 100561.00,   63.79,    2.01,    4.96,    4.96, 16.2, 4.10, 4.06, 4.12, -77.52,  -1.55,   0.57, -17.36,   4.27,  -2.19,  -0.08,   0.11,   0.97,   1.02, 4.12, 4.12, 0.00, 0.00, 0.00, 1, 1, 12,  43.1045784, -70.9943036,    35.0, 2018,  4, 13, 11, 24, 40,        0,        0,   0,   0,   1.3,   0.7,   1.1, 41,  0,  0,  0,  0,  0,  0,  0,  0, 35, 32, 35,  0, 35, 26,  0,  0, 39,  0, 34,  0,  0,  0, 35, 30,  0,  0,  0,  0,  0, 36,  0
6, 4225, 1, Aether4,     0.00, 3,   boost,   71.13, 100561.00,   63.79,    2.01,    4.96,    4.96, 16.2, 4.10, 4.06, 4.12, -77.52,  -1.55,   0.57, -17.36,   4.27,  -2.19,  -0.08,   0.11,   0.97,   1.02, 4.12, 4.12, 0.00, 0.00, 0.00, 1, 1, 12,  43.1045784, -70.9943036,    35.0, 2018,  4, 13, 11, 24, 40,        0,        0,   0,   0,   1.3,   0.7,   1.1, 41,  0,  0,  0,  0,  0,  0,  0,  0, 35, 32, 35,  0, 35, 26,  0,  0, 39,  0, 34,  0,  0,  0, 35, 30,  0,  0,  0,  0,  0, 36,  0
6, 4225, 1, Aether4,     0.00, 3,   boost,   71.13, 100561.00,   63.79,    2.01,    4.96,    4.96, 16.2, 4.10, 4.06, 4.12, -77.52,  -1.55,   0.57, -17.36,   4.27,  -2.19,  -0.08,   0.11,   0.97,   1.02, 4.12, 4.12, 0.00, 0.00, 0.00, 1, 1, 12,  43.1045784, -70.9943036,    35.0, 2018,  4, 13, 11, 24, 40,        0,        0,   0,   0,   1.3,   0.7,   1.1, 41,  0,  0,  0,  0,  0,  0,  0,  0, 35, 32, 35,  0, 35, 26,  0,  0, 39,  0, 34,  0,  0,  0, 35, 30,  0,  0,  0,  0,  0, 36,  0
6, 4225, 1, Aether4,     0.00, 3,   boost,   71.13, 100561.00,   63.79,    2.01,    4.96,    4.96, 16.2, 4.10, 4.06, 4.12, -77.52,  -1.55,   0.57, -17.36,   4.27,  -2.19,  -0.08,   0.11,   0.97,   1.02, 4.12, 4.12, 0.00, 0.00, 0.00, 1, 1, 12,  43.1045784, -70.9943036,    35.0, 2018,  4, 13, 11, 24, 40,        0,        0,   0,   0,   1.3,   0.7,   1.1, 41,  0,  0,  0,  0,  0,  0,  0,  0, 35, 32, 35,  0, 35, 26,  0,  0, 39,  0, 34,  0,  0,  0, 35, 30,  0,  0,  0,  0,  0, 36,  0
6, 4225, 1, Aether4,     0.00, 3,   boost,   71.13, 100561.00,   63.79,    2.01,    4.96,    4.96, 16.2, 4.10, 4.06, 4.12, -77.52,  -1.55,   0.57, -17.36,   4.27,  -2.19,  -0.08,   0.11,   0.97,   1.02, 4.12, 4.12, 0.00, 0.00, 0.00, 1, 1, 12,  43.1045784, -70.9943036,    35.0, 2018,  4, 13, 11, 24, 40,        0,        0,   0,   0,   1.3,   0.7,   1.1, 41,  0,  0,  0,  0,  0,  0,  0,  0, 35, 32, 35,  0, 35, 26,  0,  0, 39,  0, 34,  0,  0,  0, 35, 30,  0,  0,  0,  0,  0, 36,  0
6, 4225, 1, Aether4,     0.00, 3,   boost,   71.13, 100561.00,   63.79,    2.01,    4.96,    4.96, 16.2, 4.10, 4.06, 4.12, -77.52,  -1.55,   0.57, -17.36,   4.27,  -2.19,  -0.08,   0.11,   0.97,   1.02, 4.12, 4.12, 0.00, 0.00, 0.00, 1, 1, 12,  43.1045784, -70.9943036,    35.0, 2018,  4, 13, 11, 24, 40,        0,        0,   0,   0,   1.3,   0.7,   1.1, 41,  0,  0,  0,  0,  0,  0,  0,  0, 35, 32, 35,  0, 35, 26,  0,  0, 39,  0, 34,  0,  0,  0, 35, 30,  0,  0,  0,  0,  0, 36,  0
6, 4225, 1, Aether4,     0.00, 3,   boost,   71.13, 100561.00,   63.79,    2.01,    4.96,    4.96, 16.2, 4.10, 4.06, 4.12, -77.52,  -1.55,   0.57, -17.36,   4.27,  -2.19,  -0.08,   0.11,   0.97,   1.02, 4.12, 4.12, 0.00, 0.00, 0.00, 1, 1, 12,  43.1045784, -70.9943036,    35.0, 2018,  4, 13, 11, 24, 40,        0,        0,   0,   0,   1.3,   0.7,   1.1, 41,  0,  0,  0,  0,  0,  0,  0,  0, 35, 32, 35,  0, 35, 26,  0,  0, 39,  0, 34,  0,  0,  0, 35, 30,  0,  0,  0,  0,  0, 36,  0
6, 4225, 1, Aether4,     0.00, 3,   boost,   71.13, 100561.00,   63.79,    2.01,    4.96,    4.96, 16.2, 4.10, 4.06, 4.12, -77.52,  -1.55,   0.57, -17.36,   4.27,  -2.19,  -0.08,   0.11,   0.97,   1.02, 4.12, 4.12, 0.00, 0.00, 0.00, 1, 1, 12,  43.1045784, -70.9943036,    35.0, 2018,  4, 13, 11, 24, 40,        0,        0,   0,   0,   1.3,   0.7,   1.1, 41,  0,  0,  0,  0,  0,  0,  0,  0, 35, 32, 35,  0, 35, 26,  0,  0, 39,  0, 34,  0,  0,  0, 35, 30,  0,  0,  0,  0,  0, 36,  0
